"hrl_code";"code";"wet_naam";"volgnr";"soortenlijstnr"
"O";"waterpl";"Spirodela polyrhiza (L.) Schleid.";306804;690
;;"Spirodela polyrhiza (L.) Schleid.";306871;691
"Ha";"hn-groep";"Stachys officinalis (L.) Trev.";6355;505
"G";;"Stachys officinalis (L.) Trev.";9180;535
;;"Stachys officinalis (L.) Trev.";7030;536
"G";"hm diff hc-groep";"Stachys officinalis (L.) Trev.";9260;577
"G";"hk_uitgebreid-groep";"Stachys officinalis (L.) Trev.";9409;579
"G";"hn-groep";"Stachys officinalis (L.) Trev.";301462;580
"G";"ha_ruim-groep";"Stachys officinalis (L.) Trev.";9887;586
"G";"hmo diff hm-groep";"Stachys officinalis (L.) Trev.";294897;594
"G";"hu diff vos-groep";"Stachys officinalis (L.) Trev.";295071;595
"G";"hm diff heide-groep";"Stachys officinalis (L.) Trev.";298069;611
"G";"hn-groep";"Stachys officinalis (L.) Trev.";301554;616
"G";"hm_hmo-groep";"Stachys officinalis (L.) Trev.";298909;618
"G";"heischr diff hei";"Stachys officinalis (L.) Trev.";300318;634
"G";"Hn+-groep";"Stachys officinalis (L.) Trev.";301294;646
"G";"heide habitatw sl";"Stachys officinalis (L.) Trev.";303585;648
"rbbHf";"SleutelsoortenStart";"Stachys palustris L.";6693;497
"rbbHf";"Sleutelsoortenj";"Stachys palustris L.";6677;501
"G";"Fac. freatofyt (V of";"Stachys palustris L.";7939;546
"G";"6430hw-groep";"Stachys palustris L.";8514;558
"G";"6430hw-groep";"Stachys palustris L.";9643;559
"G";"valleigrasland-groep";"Stachys palustris L.";297087;604
"M";"natteruigte-begel.";"Stachys palustris L.";306113;663
;;"Stachys palustris L.";306869;691
;;"Stachys palustris L.";306953;696
;;"Stachys sylvatica L.";8845;568
"G";"nitrofielezoom begel";"Stachys sylvatica L.";8991;572
"G";"Obligaat freatofyt";"Stellaria alsine Grimm";8261;550
"G";"valleigrasland-groep";"Stellaria alsine Grimm";297088;604
"rbbVos";"Droogtegroep_sleutel";"Stellaria graminea L.";5145;455
"G";"hu-groep11";"Stellaria graminea L.";5266;460
"rbbVos";"Sleutelsoorten";"Stellaria graminea L.";5534;469
"rbbZil";"hu-groep";"Stellaria graminea L.";5716;477
"Hu";"hu-groep";"Stellaria graminea L.";6465;514
"G";"hpster grasland-groe";"Stellaria graminea L.";9689;583
"H";"grasland diff 23";"Stellaria graminea L.";300214;637
;;"Stellaria holostea L.";8842;568
"G";"nitrofiele zoom";"Stellaria holostea L.";8988;571
;;"Stellaria holostea L.";9067;574
"G";"ha_ruim-groep";"Stellaria holostea L.";9888;586
"G";"hmo diff hm-groep";"Stellaria holostea L.";294898;594
"G";"hu diff vos-groep";"Stellaria holostea L.";295072;595
"G";"cg diff ce-groep";"Stellaria holostea L.";303732;649
"rbbVos";"Bodemroering";"Stellaria media (L.) Vill.";5590;450
"rbbZil";"Verdroging";"Stellaria media (L.) Vill.";6182;486
"rbbKam";"Bodemroering";"Stellaria media (L.) Vill.";5934;488
"rbbHf";"Bodemroering023";"Stellaria media (L.) Vill.";6659;493
"Ha";"Bodemroering093";"Stellaria media (L.) Vill.";6268;506
"Hu";"Bodemroering030";"Stellaria media (L.) Vill.";6407;515
"rbbHf";"Bodemroering005";"Stellaria media (L.) Vill.";6605;522
"G";"ruderaal_ruim-groep";"Stellaria media (L.) Vill.";294277;587
"M";"6430_ruderaal";"Stellaria media (L.) Vill.";306420;679
"rbbHf";"Bodemroering023";"Stellaria media groep";6658;493
"Hu";"030";"Stellaria media groep";6524;515
"rbbHf";"Bodemroering005";"Stellaria media groep";6604;522
"G";"ruderaal_ruim-groep";"Stellaria media groep";294278;587
"G";"Obligaat freatofyt";"Stellaria nemorum L.";8262;550
"G";"Obligaat freatofyt";"Stellaria palustris Retz.";8263;550
"G";"Ms-groep1";"Stellaria palustris Retz.";8637;564
"G";"ms diff hm-groep";"Stellaria palustris Retz.";9300;578
"G";"vos diff hu-groep";"Stellaria palustris Retz.";295314;596
"G";"ms diff hc-groep";"Stellaria palustris Retz.";296642;602
"G";"valleigrasland-groep";"Stellaria palustris Retz.";297089;604
"G";"ms diff heide-groep";"Stellaria palustris Retz.";298152;613
"G";"ms_ruim-groep";"Stellaria palustris Retz.";298947;619
"H";"M diff 4010_7140oli";"Stellaria palustris Retz.";301018;643
"H";"ven- en moerasgroep ";"Stellaria palustris Retz.";305758;650
"M";"zuurlaagv-begel.";"Stellaria palustris Retz.";305994;656
"M";"ms_vs_riet";"Stellaria palustris Retz.";306901;692
"G";"natte hei add";"Straminergon stramineum (Dicks. ex Brid.) Hedenäs";301423;552
"G";"moerasmossen";"Straminergon stramineum (Dicks. ex Brid.) Hedenäs";294562;591
"G";"ms diff hc-groep";"Straminergon stramineum (Dicks. ex Brid.) Hedenäs";296643;602
"G";"ms-mossen-groep";"Straminergon stramineum (Dicks. ex Brid.) Hedenäs";297175;605
"G";"ms diff heide-groep";"Straminergon stramineum (Dicks. ex Brid.) Hedenäs";298163;613
"G";"m diff hei-groep";"Straminergon stramineum (Dicks. ex Brid.) Hedenäs";298385;615
"G";"ms_ruim-groep";"Straminergon stramineum (Dicks. ex Brid.) Hedenäs";298948;619
"G";"m_ruim-groep";"Straminergon stramineum (Dicks. ex Brid.) Hedenäs";299120;620
;;"Straminergon stramineum (Dicks. ex Brid.) Hedenäs";301343;624
"H";"ven- en moerasgroep ";"Straminergon stramineum (Dicks. ex Brid.) Hedenäs";305759;650
"M";"zuurlaagv-sleutels.";"Straminergon stramineum (Dicks. ex Brid.) Hedenäs";306307;655
"M";"ms_vs_riet";"Straminergon stramineum (Dicks. ex Brid.) Hedenäs";306890;692
"M";"water_moeras";"Stratiotes aloides L.";306670;688
"O";"waterpl";"Stratiotes aloides L.";306805;690
"rbbZil";"ziltegroep";"Suaeda maritima (L.) Dum.";5670;475
"G";"Da-groep1";"Suaeda maritima (L.) Dum.";8510;557
"G";"Zil-groep uitgebreid";"Suaeda maritima (L.) Dum.";9618;581
"G";"ruderaal_ruim-groep";"Suaeda maritima (L.) Dum.";294279;587
"G";"vos diff hu-groep";"Suaeda maritima (L.) Dum.";295315;596
;;"Subularia aquatica L.";301249;645
"M";"3130_na";"Subularia aquatica L.";306216;668
"M";"water_moeras";"Subularia aquatica L.";306723;688
"rbbHc";"sleutelsoort";"Succisa pratensis Moench";5111;440
"rbbZil";"hc-kerngroep";"Succisa pratensis Moench";5696;476
"Ha";"hn-groep";"Succisa pratensis Moench";6356;505
"G";"Hn-Groep1";"Succisa pratensis Moench";7002;535
"G";"Hm-Groep1";"Succisa pratensis Moench";7764;541
"G";"Fac. freatofyt (V of";"Succisa pratensis Moench";7940;546
"G";"Hm-Groep1";"Succisa pratensis Moench";8021;548
"G";"veldrus-groep";"Succisa pratensis Moench";8453;556
;;"Succisa pratensis Moench";8926;569
"G";"hm diff hc-groep";"Succisa pratensis Moench";9261;577
"G";"hn-groep";"Succisa pratensis Moench";301463;580
"G";"ha_ruim-groep";"Succisa pratensis Moench";9889;586
"G";"hu diff vos-groep";"Succisa pratensis Moench";295073;595
"G";"valleigrasland-groep";"Succisa pratensis Moench";297090;604
"G";"hm diff ms-groep";"Succisa pratensis Moench";297199;606
"G";"hmn-groep";"Succisa pratensis Moench";297845;607
"G";"hmn diff ms-groep";"Succisa pratensis Moench";297906;608
"G";"hm diff heide-groep";"Succisa pratensis Moench";298070;611
"G";"hn-groep";"Succisa pratensis Moench";301555;616
"G";"hm_hmo-groep";"Succisa pratensis Moench";298851;618
;;"Succisa pratensis Moench";300093;634
"H";"hmn";"Succisa pratensis Moench";300902;642
"G";"Hn+-groep";"Succisa pratensis Moench";301295;646
"G";"heide habitatw sl";"Succisa pratensis Moench";303586;648
"rbbHc";"Verruiging";"Symphytum officinale L.";5034;442
"rbbHc";"eutrofiëring";"Symphytum officinale L.";6859;444
"rbbVos";"Verruiging";"Symphytum officinale L.";5491;453
"rbbVos";"Vochtgroep_sleutel";"Symphytum officinale L.";5164;456
"rbbZil";"hf-groep";"Symphytum officinale L.";5729;480
"rbbZil";"Verruiging";"Symphytum officinale L.";5863;485
"rbbKam";"Verruiging017";"Symphytum officinale L.";5955;491
"rbbHf";"SleutelsoortenStart";"Symphytum officinale L.";6735;497
"rbbHf";"Sleutelsoortenj";"Symphytum officinale L.";6668;501
"Hu";"Verruiging067";"Symphytum officinale L.";6433;519
"rbbHf";"eutrofiëring";"Symphytum officinale L.";6585;524
"G";"Fac. freatofyt (V of";"Symphytum officinale L.";7941;546
"G";"6430hw-groep";"Symphytum officinale L.";8512;558
"G";"vocht ruigtekruiden";"Symphytum officinale L.";8529;559
"G";"1";"Symphytum officinale L.";8921;565
"G";"vos diff hc";"Symphytum officinale L.";9727;584
"G";"vos diff hu-groep";"Symphytum officinale L.";295316;596
"G";"vos diff zil-groep";"Symphytum officinale L.";295474;599
"G";"valleigrasland-groep";"Symphytum officinale L.";297091;604
"M";"natteruigte-begel.";"Symphytum officinale L.";306117;663
"M";"mc_ruig";"Symphytum officinale L.";306357;674
;;"Symphytum officinale L.";306521;687
;;"Symphytum officinale L.";306957;696
"G";"kalkmossen";"Syntrichia calcicola J.J.Amann";294665;592
;"1";"Syntrichia ruraliformis (Besch.) Cardot";8830;567
"G";"kalkmossen";"Syntrichia ruraliformis (Besch.) Cardot";294667;592
"rbbVos";"Bodemroering";"Tanacetum vulgare L.";5593;450
"rbbKam";"Bodemroering";"Tanacetum vulgare L.";5937;488
"Ha";"Bodemroering036";"Tanacetum vulgare L.";6269;506
"Hu";"Bodemroering043";"Tanacetum vulgare L.";6408;515
"G";"ruderaal-groep1";"Tanacetum vulgare L.";8578;562
"G";"ruderaal_ruim-groep";"Tanacetum vulgare L.";294280;587
"rbbZil";"Verdroging";"Taraxacum";5876;486
"rbbKam";"Bodemroering";"Taraxacum";6754;488
"G";"voedselrijk grasland";"Taraxacum";9654;582
"G";"hpster grasland-groe";"Taraxacum";9678;583
"G";"hc diff ms-groep";"Taraxacum";296865;603
;;"Taraxacum";306830;693
"M";;"Taraxacum";307009;695
"rbbKam";"Bodemroering";"Taraxacum vulgare groep";6755;488
"G";"eenjarigen-heide";"Teesdalia nudicaulis (L.) R. Brown";8359;553
"G";"ruderaal_ruim-groep";"Teesdalia nudicaulis (L.) R. Brown";294281;587
"2330_dw";;"Teesdalia nudicaulis (L.) R. Brown";299424;623
"H";"23 diff c-groep";"Teesdalia nudicaulis (L.) R. Brown";299723;626
"H";"2330dw diff duin";"Teesdalia nudicaulis (L.) R. Brown";299779;629
"H";"23 diff grasland";"Teesdalia nudicaulis (L.) R. Brown";299810;630
"O";"2310_2330";"Teesdalia nudicaulis (L.) R. Brown";300478;640
"G";"heide habitatw sl";"Teesdalia nudicaulis (L.) R. Brown";301631;648
"G";"cg diff ce-groep";"Teesdalia nudicaulis (L.) R. Brown";303734;649
"G";"Obligaat freatofyt";"Teucrium scordium L.";8264;550
;;"Teucrium scorodonia L.";9061;574
"G";"ha_ruim-groep";"Teucrium scorodonia L.";9890;586
"G";"hmo diff hm-groep";"Teucrium scorodonia L.";294900;594
"G";"hu diff vos-groep";"Teucrium scorodonia L.";295074;595
"G";"cg diff ce-groep";"Teucrium scorodonia L.";303736;649
"rbbHf";"SleutelsoortenStart";"Thalictrum flavum L.";6692;497
"rbbHf";"Sleutelsoortenj";"Thalictrum flavum L.";6676;501
"G";"Obligaat freatofyt";"Thalictrum flavum L.";8265;550
"G";"vocht ruigtekruiden";"Thalictrum flavum L.";8527;559
;;"Thalictrum flavum L.";297100;593
;;"Thalictrum flavum L.";295357;596
"G";"valleigrasland-groep";"Thalictrum flavum L.";297092;604
"G";"hm diff ms-groep";"Thalictrum flavum L.";297209;606
"G";"hmn diff ms-groep";"Thalictrum flavum L.";297907;608
"G";"hm diff heide-groep";"Thalictrum flavum L.";298091;611
"G";"hm_hmo-groep";"Thalictrum flavum L.";298911;618
"M";"natteruigte-sleutel.";"Thalictrum flavum L.";306102;662
"M";"natteruigte-grzegge";"Thalictrum flavum L.";306753;689
"G";"moeras-groep1";"Thelypteris palustris Schott";5388;466
"rbbZil";"moeras-groep";"Thelypteris palustris Schott";5813;479
"G";"moeras-groep";"Thelypteris palustris Schott";6959;533
"G";"Obligaat freatofyt";"Thelypteris palustris Schott";8144;550
"G";"moeras-groep";"Thelypteris palustris Schott";298684;578
"G";"vos diff hu-groep";"Thelypteris palustris Schott";295317;596
"G";"ms diff hc-groep";"Thelypteris palustris Schott";296644;602
"G";"m diff hei-groep";"Thelypteris palustris Schott";298386;615
"G";"m_ruim-groep";"Thelypteris palustris Schott";299121;620
"H";"moeras";"Thelypteris palustris Schott";300832;642
"H";"M diff 4010_7140oli";"Thelypteris palustris Schott";301099;643
"H";"ven- en moerasgroep ";"Thelypteris palustris Schott";305760;650
"M";"trilveen";"Thelypteris palustris Schott";306030;659
;"1";"Thesium humifusum DC.";8819;567
;;"Thuidium tamariscinum (Hedw.) Schimp.";305903;606
;;"Thuidium tamariscinum (Hedw.) Schimp.";305904;607
;;"Thuidium tamariscinum (Hedw.) Schimp.";305905;608
;;"Thuidium tamariscinum (Hedw.) Schimp.";305906;611
;;"Thuidium tamariscinum (Hedw.) Schimp.";305907;618
;;"Thuidium tamariscinum (Hedw.) Schimp.";305908;634
"G";"Husc-groep1";"Thymus pulegioides L.";7794;543
;"1";"Thymus pulegioides L.";8812;567
;"Galio-Trifolietum";"Thymus pulegioides L.";8955;570
"G";"hk_uitgebreid-groep";"Thymus pulegioides L.";9348;579
"H";"grasland diff 23";"Thymus pulegioides L.";300207;637
"Ha";"SleutelsoortenStart";"Thymus serpyllum L.";6297;504
"Ha";"hn-groep";"Thymus serpyllum L.";6371;505
"G";"ha+-groep1";"Thymus serpyllum L.";8375;513
"Ha";"SleutelsoortenStart";"Thymus serpyllum L.";6558;521
"G";"1";"Thymus serpyllum L.";8877;535
"G";"hm diff hc-groep";"Thymus serpyllum L.";9262;577
"G";"hn-groep";"Thymus serpyllum L.";301464;580
"G";"ha_ruim-groep";"Thymus serpyllum L.";9891;586
"G";"hmo diff hm-groep";"Thymus serpyllum L.";294901;594
"G";"hu diff vos-groep";"Thymus serpyllum L.";295075;595
"G";"hm diff heide-groep";"Thymus serpyllum L.";298072;611
"G";"hn-groep";"Thymus serpyllum L.";301556;616
"G";"hm_hmo-groep";"Thymus serpyllum L.";298912;618
"G";"heischr diff hei";"Thymus serpyllum L.";300320;634
"H";"grasland diff 23";"Thymus serpyllum L.";300208;637
"G";"Hn+-groep";"Thymus serpyllum L.";301296;646
"G";"heide habitatw sl";"Thymus serpyllum L.";303587;648
"G";"cg diff ce-groep";"Thymus serpyllum L.";303737;649
"G";"moerasmossen";"Tomentypnum nitens (Hedw.) Loeske";294563;591
"G";"kalkmossen";"Tomentypnum nitens (Hedw.) Loeske";294668;592
"G";"m diff hei-groep";"Tomentypnum nitens (Hedw.) Loeske";298387;615
"G";"m_ruim-groep";"Tomentypnum nitens (Hedw.) Loeske";299122;620
"H";"moeras";"Tomentypnum nitens (Hedw.) Loeske";300833;642
"H";"M diff 4010_7140oli";"Tomentypnum nitens (Hedw.) Loeske";301100;643
"H";"ven- en moerasgroep ";"Tomentypnum nitens (Hedw.) Loeske";305761;650
;;"Torilis japonica (Houtt.) DC.";8854;568
"G";"nitrofielezoom begel";"Torilis japonica (Houtt.) DC.";9000;572
"G";"ruderaal_ruim-groep";"Torilis japonica (Houtt.) DC.";294282;587
"rbbKam";"SleutelsoortenStart";"Torilis nodosa (L.) Gaertn.";5977;487
"zHu";"rbbKam-groep";"Torilis nodosa (L.) Gaertn.";6506;511
"G";"ruderaal_ruim-groep";"Torilis nodosa (L.) Gaertn.";294283;587
;;"Tortella flavovirens (Bruch) Broth.";294684;567
"G";"kalkmossen";"Tortella flavovirens (Bruch) Broth.";294669;592
"rbbVos";"basenminnend";"Tragopogon pratensis L.";5180;458
"G";"hu-kerngroep11";"Tragopogon pratensis L.";5287;461
"Hu";"hu+-groep";"Tragopogon pratensis L.";6472;514
"G";"basenminnend";"Tragopogon pratensis L.";6972;534
"G";"hk_uitgebreid-groep";"Tragopogon pratensis L.";9411;579
"G";"hu_kern_inclbasen";"Tragopogon pratensis L.";294362;588
"G";"hm diff hmo-groep";"Tragopogon pratensis L.";294803;593
"G";"hu diff vos-groep";"Tragopogon pratensis L.";295076;595
"G";"hu-kerngroep11";"Tragopogon pratensis L. subsp. pratensis";6510;461
"Hu";"hu+-groep";"Tragopogon pratensis L. subsp. pratensis";6473;514
"G";"basenminnend";"Tragopogon pratensis L. subsp. pratensis";6973;534
"G";"hk_uitgebreid-groep";"Tragopogon pratensis L. subsp. pratensis";9412;579
"G";"hu_kern_inclbasen";"Tragopogon pratensis L. subsp. pratensis";294363;588
"G";"hm diff hmo-groep";"Tragopogon pratensis L. subsp. pratensis";294804;593
"G";"hu diff vos-groep";"Tragopogon pratensis L. subsp. pratensis";295077;595
;;"Trichocolea tomentella (Ehrh.) Dumort.";305870;591
"Ha";"SleutelsoortenStart";"Trifolium arvense L.";6276;504
"Ha";"SleutelsoortenStart";"Trifolium arvense L.";6559;521
"Ha";"Sleutelsoorten";"Trifolium arvense L.";6811;527
"Ha";"Sleutelsoorten";"Trifolium arvense L.";6791;528
"G";"ha-groep1";"Trifolium arvense L.";7826;544
"G";"ha-groep diff Hn";"Trifolium arvense L.";8621;563
"G";"ha_ruim-groep";"Trifolium arvense L.";9892;586
"G";"ruderaal_ruim-groep";"Trifolium arvense L.";294284;587
"G";"hnk diff h(u)k-groep";"Trifolium arvense L.";294403;590
"G";"hu diff vos-groep";"Trifolium arvense L.";295078;595
"G";"ha-groep";"Trifolium arvense L.";299362;614
"G";"ha-groep";"Trifolium arvense L.";299384;616
"2330_dw";;"Trifolium arvense L.";299428;623
"H";"23 diff c-groep";"Trifolium arvense L.";299727;626
"H";"2330dw diff duin";"Trifolium arvense L.";299783;629
"G";"hei diff gras-htabel";"Trifolium arvense L.";300283;638
"G";"heide habitatw sl";"Trifolium arvense L.";303588;648
"G";"cg diff ce-groep";"Trifolium arvense L.";303739;649
"Ha";"SleutelsoortenStart";"Trifolium campestre Schreb.";6575;504
"Ha";"SleutelsoortenStart";"Trifolium campestre Schreb.";6572;521
"Ha";"Sleutelsoorten";"Trifolium campestre Schreb.";6815;527
"Ha";"Sleutelsoorten";"Trifolium campestre Schreb.";6795;528
"G";;"Trifolium campestre Schreb.";9667;544
"G";"ha_ruim-groep";"Trifolium campestre Schreb.";9893;586
"G";"hnk diff h(u)k-groep";"Trifolium campestre Schreb.";294404;590
"G";"hu diff vos-groep";"Trifolium campestre Schreb.";295079;595
"G";"ha-groep";"Trifolium campestre Schreb.";299363;614
"G";"ha-groep";"Trifolium campestre Schreb.";299385;616
"H";"grasland diff 23";"Trifolium campestre Schreb.";300213;637
"G";"hei diff gras-htabel";"Trifolium campestre Schreb.";300284;638
"G";"heide habitatw sl";"Trifolium campestre Schreb.";303589;648
"G";"cg diff ce-groep";"Trifolium campestre Schreb.";303741;649
"rbbVos";"Droogtegroep_sleutel";"Trifolium dubium Sibth.";5141;455
"G";"hu-groep11";"Trifolium dubium Sibth.";5268;460
"rbbVos";"Verdroging";"Trifolium dubium Sibth.";5556;472
"rbbZil";"hu-groep";"Trifolium dubium Sibth.";5717;477
"Hu";"hu-groep";"Trifolium dubium Sibth.";6466;514
"Ha";"SleutelsoortenStart";"Trifolium dubium Sibth.";6560;521
"G";"ha-groep1";"Trifolium dubium Sibth.";7828;544
"G";"ha-groep diff Hn";"Trifolium dubium Sibth.";8622;563
"G";"geen diff tov ha";"Trifolium dubium Sibth.";8766;566
"G";"hpster grasland-groe";"Trifolium dubium Sibth.";9688;583
"G";"ha_ruim-groep";"Trifolium dubium Sibth.";9894;586
"G";"hnk diff h(u)k-groep";"Trifolium dubium Sibth.";294405;590
"G";"hu diff vos-groep";"Trifolium dubium Sibth.";295092;595
"G";"ha-groep";"Trifolium dubium Sibth.";299386;616
"H";"2330dw diff duin";"Trifolium dubium Sibth.";299801;629
"G";"cg diff ce-groep";"Trifolium dubium Sibth.";303742;649
;;"Trifolium filiforme L.";305909;460
;;"Trifolium filiforme L.";305911;583
"G";"rbbZil-groep1";"Trifolium fragiferum L.";5318;464
"rbbVos";"rbbZil-groep";"Trifolium fragiferum L.";5475;467
"rbbZil";"SleutelsoortenStart";"Trifolium fragiferum L.";5649;474
"rbbZil";"SleutelsoortenStart";"Trifolium fragiferum L.";6162;502
"rbbZil";"SleutelsoortenStart";"Trifolium fragiferum L.";6207;503
"G";"Fac. freatofyt (V of";"Trifolium fragiferum L.";7942;546
"G";"Zil-groep uitgebreid";"Trifolium fragiferum L.";9595;581
"G";"ruderaal_ruim-groep";"Trifolium fragiferum L.";294285;587
"G";"vos diff hu-groep";"Trifolium fragiferum L.";295318;596
"G";"zil diff vos-groep";"Trifolium fragiferum L.";295438;598
"G";"zil diff hc-groep";"Trifolium fragiferum L.";295549;601
"M";;"Trifolium fragiferum L.";306991;695
"rbbVos";"Droogtegroep_sleutel";"Trifolium pratense L.";5146;455
"G";"hu-groep11";"Trifolium pratense L.";5272;460
"rbbVos";"hua-groep";"Trifolium pratense L.";5243;462
"rbbZil";"hu-groep";"Trifolium pratense L.";5718;477
"Hu";"hu-groep";"Trifolium pratense L.";6467;514
"G";"hu-groep";"Trifolium pratense L.";8767;566
"G";"hpster grasland-groe";"Trifolium pratense L.";9687;583
;;"Trifolium pratense L.";295478;599
"G";"hc diff ms-groep";"Trifolium pratense L.";296864;603
"M";"dottergrasland";"Trifolium pratense L.";306138;664
;;"Trifolium pratense L.";306825;693
"M";;"Trifolium pratense L.";307004;695
"rbbVos";"Beweiding";"Trifolium repens L.";5563;471
"rbbZil";"Verdroging";"Trifolium repens L.";5871;486
"rbbKam";"Eutrofiëring";"Trifolium repens L.";5971;490
"rbbHf";"Verdroging068";"Trifolium repens L.";6711;499
"Ha";"Eutrofiëring";"Trifolium repens L.";6841;508
"rbbHc";"Beweiding";"Trifolium repens L.";6857;530
"rbbKam";"IntensiefGebruik";"Trifolium repens L.";6884;532
"G";"voedselrijk grasland";"Trifolium repens L.";9646;582
"G";"hpster grasland-groe";"Trifolium repens L.";9670;583
"M";"6430_verdroging";"Trifolium repens L.";306435;680
;;"Trifolium repens L.";306824;693
"M";;"Trifolium repens L.";307003;695
;"1";"Trifolium scabrum L.";8821;567
"G";"ruderaal_ruim-groep";"Trifolium scabrum L.";294286;587
"Ha";"SleutelsoortenStart";"Trifolium striatum L.";6577;504
"Ha";"SleutelsoortenStart";"Trifolium striatum L.";6578;521
"G";"Husc-groep1";"Trifolium striatum L.";7793;543
;"1";"Trifolium striatum L.";8811;567
"G";"ruderaal_ruim-groep";"Trifolium striatum L.";294287;587
"Ha";"SleutelsoortenStart";"Trifolium subterraneum L.";6582;504
"G";;"Trifolium subterraneum L.";9568;513
"Ha";"SleutelsoortenStart";"Trifolium subterraneum L.";6583;521
"G";"ha_ruim-groep";"Trifolium subterraneum L.";9895;586
"G";"ruderaal_ruim-groep";"Trifolium subterraneum L.";294288;587
"G";"hu diff vos-groep";"Trifolium subterraneum L.";295081;595
"G";"cg diff ce-groep";"Trifolium subterraneum L.";303743;649
"rbbZil";"ziltegroep";"Triglochin maritima L.";5663;475
"G";"Da-groep1";"Triglochin maritima L.";8504;557
"G";"Zil-groep uitgebreid";"Triglochin maritima L.";9619;581
"G";"vos diff hu-groep";"Triglochin maritima L.";295319;596
"M";"rbbah";"Triglochin maritima L.";306242;669
"G";"rbbZil-groep1";"Triglochin palustris L.";5330;464
"G";"moeras-groep";"Triglochin palustris L.";9167;466
"rbbVos";"rbbZil-groep";"Triglochin palustris L.";5476;467
"rbbZil";"SleutelsoortenStart";"Triglochin palustris L.";5650;474
"rbbZil";"moeras-groep";"Triglochin palustris L.";5814;479
"rbbZil";"SleutelsoortenStart";"Triglochin palustris L.";6163;502
