"hrl_code";"code";"wet_naam";"volgnr";"soortenlijstnr"
"G";"Obligaat freatofyt";"Myrica gale L.";8201;550
"G";"natte hei";"Myrica gale L.";8347;552
"G";"heide sensu stricto";"Myrica gale L.";9439;580
"G";"ha_ruim-groep";"Myrica gale L.";9867;586
"G";"hmo diff hm-groep";"Myrica gale L.";294880;594
"G";"ms diff hc-groep";"Myrica gale L.";296855;602
"G";"hmn-groep";"Myrica gale L.";297828;607
"G";"hei diff gras-groep";"Myrica gale L.";298180;614
"G";"hei diff moer-groep";"Myrica gale L.";298444;616
"G";"m_ruim-groep";"Myrica gale L.";299199;620
;;"Myrica gale L.";300576;624
"H";"c diff 23-groep";"Myrica gale L.";299473;625
"H";"cv-vochtig-groep";"Myrica gale L.";299871;631
"G";"hei_diff_heischr";"Myrica gale L.";300022;633
"H";"hei_diff_7150-groep";"Myrica gale L.";300151;635
"G";"hei diff gras-htabel";"Myrica gale L.";300252;638
"O";"heide s.l.";"Myrica gale L.";300425;640
"G";"heide habitatw sl";"Myrica gale L.";301602;648
;;"Myriophyllum alterniflorum DC.";301317;647
"M";"water_moeras";"Myriophyllum alterniflorum DC.";306686;688
"O";"waterpl";"Myriophyllum alterniflorum DC.";306774;690
"M";"water_moeras";"Myriophyllum spicatum L.";306617;688
"O";"waterpl";"Myriophyllum spicatum L.";306775;690
"M";"water_moeras";"Myriophyllum verticillatum L.";306706;688
"O";"waterpl";"Myriophyllum verticillatum L.";306776;690
"Ha";"hn-groep";"Nardus stricta L.";6359;505
"G";"Hn-Groep1";"Nardus stricta L.";7005;535
"G";"Hmm-Groep1";"Nardus stricta L.";7945;547
"G";"Hmm-Groep1";"Nardus stricta L.";8003;548
"G";"Hmm-Groep";"Nardus stricta L.";8483;556
;;"Nardus stricta L.";8929;569
"G";"hm diff hc-groep";"Nardus stricta L.";9245;577
;;"Nardus stricta L.";301430;580
"G";"ha_ruim-groep";"Nardus stricta L.";9868;586
"G";"hmo diff hm-groep";"Nardus stricta L.";297859;594
"G";"hu diff vos-groep";"Nardus stricta L.";295037;595
"G";"hm diff ms-groep";"Nardus stricta L.";297213;606
"G";"hmn-groep";"Nardus stricta L.";297829;607
"G";"hmn diff ms-groep";"Nardus stricta L.";297899;608
"G";"hm diff heide-groep";"Nardus stricta L.";298049;611
"G";;"Nardus stricta L.";301507;616
"G";"hm_hmo-groep";"Nardus stricta L.";298834;618
;;"Nardus stricta L.";300096;634
"H";"hmn";"Nardus stricta L.";300885;642
"G";"Hn+-groep";"Nardus stricta L.";301286;646
"G";"heide habitatw sl";"Nardus stricta L.";303540;648
"G";"cg diff ce-groep";"Nardus stricta L.";303704;649
"G";"heide";"Narthecium ossifragum (L.) Huds.";8071;549
"G";"Obligaat freatofyt";"Narthecium ossifragum (L.) Huds.";8202;550
"G";"natte hei";"Narthecium ossifragum (L.) Huds.";8345;552
"G";"heide sensu stricto";"Narthecium ossifragum (L.) Huds.";9440;580
"G";"hmo diff hm-groep";"Narthecium ossifragum (L.) Huds.";294882;594
"G";"hmn-groep";"Narthecium ossifragum (L.) Huds.";297830;607
"G";"hei diff gras-groep";"Narthecium ossifragum (L.) Huds.";298181;614
"G";"hei diff moer-groep";"Narthecium ossifragum (L.) Huds.";298412;616
"open hei";;"Narthecium ossifragum (L.) Huds.";299415;621
"ce_diff_cg";;"Narthecium ossifragum (L.) Huds.";299437;624
"H";"c diff 23-groep";"Narthecium ossifragum (L.) Huds.";299474;625
"H";"cv-vochtig-groep";"Narthecium ossifragum (L.) Huds.";299872;631
"G";"hei_diff_heischr";"Narthecium ossifragum (L.) Huds.";300023;633
"H";"hei_diff_7150-groep";"Narthecium ossifragum (L.) Huds.";300152;635
"G";"hei diff gras-htabel";"Narthecium ossifragum (L.) Huds.";300253;638
;;"Narthecium ossifragum (L.) Huds.";300332;639
"O";"heide s.l.";"Narthecium ossifragum (L.) Huds.";300361;640
"G";"heide habitatw sl";"Narthecium ossifragum (L.) Huds.";301603;648
"G";;"Nasturtium";9455;466
"rbbZil";"Vernatting";"Nasturtium";5898;481
"G";"heide sensu stricto";"Nasturtium";9551;533
"G";"moeras-groep";"Nasturtium";298649;578
"G";"vos diff hu-groep";"Nasturtium";295246;596
"G";"m diff hei-groep";"Nasturtium";298305;615
"G";"m_ruim-groep";"Nasturtium";299053;620
"H";"ven- en moerasgroep ";"Nasturtium";305695;650
"M";"rietl-begeleiders";"Nasturtium";305950;653
;;"Nasturtium";306861;691
"M";;"Nasturtium";306890;694
"G";;"Nasturtium microphyllum (Boenningh.) Reichenb.";9454;466
"rbbZil";"Vernatting";"Nasturtium microphyllum (Boenningh.) Reichenb.";5897;481
"G";"heide sensu stricto";"Nasturtium microphyllum (Boenningh.) Reichenb.";9550;533
"G";"Obligaat freatofyt";"Nasturtium microphyllum (Boenningh.) Reichenb.";8203;550
"G";"moeras-groep";"Nasturtium microphyllum (Boenningh.) Reichenb.";298650;578
"G";"vos diff hu-groep";"Nasturtium microphyllum (Boenningh.) Reichenb.";295247;596
"G";"m diff hei-groep";"Nasturtium microphyllum (Boenningh.) Reichenb.";298306;615
"G";"m_ruim-groep";"Nasturtium microphyllum (Boenningh.) Reichenb.";299054;620
"H";"ven- en moerasgroep ";"Nasturtium microphyllum (Boenningh.) Reichenb.";305696;650
"M";"rietl-begeleiders";"Nasturtium microphyllum (Boenningh.) Reichenb.";305951;653
"M";"water_moeras";"Nasturtium microphyllum (Boenningh.) Reichenb.";306618;688
;;"Nasturtium microphyllum (Boenningh.) Reichenb.";306862;691
"M";;"Nasturtium microphyllum (Boenningh.) Reichenb.";306891;694
"G";;"Nasturtium officinale R. Brown";9456;466
"rbbZil";"Vernatting";"Nasturtium officinale R. Brown";5896;481
"G";"heide sensu stricto";"Nasturtium officinale R. Brown";9552;533
"G";"Obligaat freatofyt";"Nasturtium officinale R. Brown";8204;550
"G";"moeras-groep";"Nasturtium officinale R. Brown";298651;578
"G";"vos diff hu-groep";"Nasturtium officinale R. Brown";295248;596
"G";"m diff hei-groep";"Nasturtium officinale R. Brown";298307;615
"G";"m_ruim-groep";"Nasturtium officinale R. Brown";299055;620
"H";"ven- en moerasgroep ";"Nasturtium officinale R. Brown";305697;650
"M";"rietl-begeleiders";"Nasturtium officinale R. Brown";305952;653
"M";"water_moeras";"Nasturtium officinale R. Brown";306619;688
;;"Nasturtium officinale R. Brown";306863;691
"M";;"Nasturtium officinale R. Brown";306892;694
;;"Nitella gracilis (Sm.) C. Agardh";301322;647
;;"Nitella translucens (Pers.) C. Agardh";301323;647
"M";"water_moeras";"Nuphar lutea (L.) Smith";306620;688
"O";"waterpl";"Nuphar lutea (L.) Smith";306777;690
"M";"water_moeras";"Nymphaea alba L.";306621;688
"O";"waterpl";"Nymphaea alba L.";306778;690
"M";"water_moeras";"Nymphoides peltata (S.G. Gmel.) O. Kuntze";306622;688
"O";"waterpl";"Nymphoides peltata (S.G. Gmel.) O. Kuntze";306779;690
"G";"rbbZil-groep1";"Odontites vernus (Bellardi) Dum.";5335;464
"rbbVos";"rbbZil-groep";"Odontites vernus (Bellardi) Dum.";5469;467
"rbbZil";"SleutelsoortenStart";"Odontites vernus (Bellardi) Dum.";5643;474
"rbbZil";"SleutelsoortenStart";"Odontites vernus (Bellardi) Dum.";6156;502
"rbbZil";"SleutelsoortenStart";"Odontites vernus (Bellardi) Dum.";6201;503
"G";"Zil-groep uitgebreid";"Odontites vernus (Bellardi) Dum.";9589;581
"G";"ruderaal_ruim-groep";"Odontites vernus (Bellardi) Dum.";294222;587
"G";"vos diff hu-groep";"Odontites vernus (Bellardi) Dum.";295249;596
"G";"zil diff vos-groep";"Odontites vernus (Bellardi) Dum.";295431;598
"G";"zil diff hc-groep";"Odontites vernus (Bellardi) Dum.";295542;601
"M";;"Odontites vernus (Bellardi) Dum.";306984;695
"G";"rbbZil-groep1";"Odontites vernus (Bellardi) Dum. subsp. serotinus Corb.";9623;464
"G";"Zil-groep uitgebreid";"Odontites vernus (Bellardi) Dum. subsp. serotinus Corb.";9622;581
"G";"ruderaal_ruim-groep";"Odontites vernus (Bellardi) Dum. subsp. serotinus Corb.";294223;587
"G";"vos diff hu-groep";"Odontites vernus (Bellardi) Dum. subsp. serotinus Corb.";295250;596
"G";"zil diff vos-groep";"Odontites vernus (Bellardi) Dum. subsp. serotinus Corb.";295432;598
"G";"zil diff hc-groep";"Odontites vernus (Bellardi) Dum. subsp. serotinus Corb.";295543;601
"M";;"Odontites vernus (Bellardi) Dum. subsp. serotinus Corb.";306985;695
"H";"hei_diff_7150-groep";"Odontoschisma denudatum (Mart.) Dumort.";300168;635
"G";"natte hei add";"Odontoschisma sphagni (Dicks.) Dumort.";300650;552
"G";"moerasmossen";"Odontoschisma sphagni (Dicks.) Dumort.";294524;591
"G";"ms diff hc-groep";"Odontoschisma sphagni (Dicks.) Dumort.";296568;602
"G";"ms-mossen-groep";"Odontoschisma sphagni (Dicks.) Dumort.";297133;605
"G";"hei diff gras-groep";"Odontoschisma sphagni (Dicks.) Dumort.";298198;614
"G";"hei diff moer-groep";"Odontoschisma sphagni (Dicks.) Dumort.";298425;616
"G";"m_ruim-groep";"Odontoschisma sphagni (Dicks.) Dumort.";299274;620
;;"Odontoschisma sphagni (Dicks.) Dumort.";300651;624
"G";"hei_diff_heischr";"Odontoschisma sphagni (Dicks.) Dumort.";300024;633
"H";"hei_diff_7150-groep";"Odontoschisma sphagni (Dicks.) Dumort.";300167;635
"G";"hei diff gras-htabel";"Odontoschisma sphagni (Dicks.) Dumort.";300254;638
;;"Odontoschisma sphagni (Dicks.) Dumort.";300354;639
"O";"heide s.l.";"Odontoschisma sphagni (Dicks.) Dumort.";300382;640
"H";"(hoog)veenmossen";"Odontoschisma sphagni (Dicks.) Dumort.";301176;644
"G";"heide habitatw sl";"Odontoschisma sphagni (Dicks.) Dumort.";301604;648
"G";"moeras-groep";"Oenanthe aquatica (L.) Poiret";5408;466
"rbbZil";"moeras-groep";"Oenanthe aquatica (L.) Poiret";5799;479
"rbbZil";"Vernatting";"Oenanthe aquatica (L.) Poiret";5905;481
"G";"moeras-groep";"Oenanthe aquatica (L.) Poiret";6945;533
"G";"Obligaat freatofyt";"Oenanthe aquatica (L.) Poiret";8205;550
"G";"moeras-groep";"Oenanthe aquatica (L.) Poiret";298652;578
"G";"vos diff hu-groep";"Oenanthe aquatica (L.) Poiret";295251;596
;;"Oenanthe aquatica (L.) Poiret";295446;598
"G";"m diff hei-groep";"Oenanthe aquatica (L.) Poiret";298309;615
"G";"m_ruim-groep";"Oenanthe aquatica (L.) Poiret";299056;620
"H";"ven- en moerasgroep ";"Oenanthe aquatica (L.) Poiret";305698;650
"M";"rietland";"Oenanthe aquatica (L.) Poiret";305937;652
"M";"3270";"Oenanthe aquatica (L.) Poiret";306261;670
"M";"water_moeras";"Oenanthe aquatica (L.) Poiret";306623;688
"M";"riet_vs_ms";"Oenanthe aquatica (L.) Poiret";306825;691
;;"Oenanthe aquatica (L.) Poiret";306914;694
"G";"rbbZil-groep1";"Oenanthe fistulosa L.";5332;464
"rbbVos";"rbbZil-groep";"Oenanthe fistulosa L.";5470;467
"rbbZil";"SleutelsoortenStart";"Oenanthe fistulosa L.";5648;474
"rbbZil";"SleutelsoortenStart";"Oenanthe fistulosa L.";6161;502
"rbbZil";"SleutelsoortenStart";"Oenanthe fistulosa L.";6206;503
"G";"Obligaat freatofyt";"Oenanthe fistulosa L.";8206;550
"G";"Zil-groep uitgebreid";"Oenanthe fistulosa L.";9590;581
"G";"ruderaal_ruim-groep";"Oenanthe fistulosa L.";294224;587
"G";"vos diff hu-groep";"Oenanthe fistulosa L.";295252;596
"G";"zil diff vos-groep";"Oenanthe fistulosa L.";295433;598
"G";"zil diff hc-groep";"Oenanthe fistulosa L.";295544;601
"G";"valleigrasland-groep";"Oenanthe fistulosa L.";297070;604
"M";;"Oenanthe fistulosa L.";306986;695
"rbbHf";"Sleutelsoortenz";"Oenanthe lachenalii C.C. Gmel.";6646;501
"M";"rbbah";"Oenanthe lachenalii C.C. Gmel.";306232;669
"G";;"Oenanthe pimpinelloides L.";294416;565
"G";"vos diff hu-groep";"Oenanthe pimpinelloides L.";295253;596
"G";"vos diff zil-groep";"Oenanthe pimpinelloides L.";295468;599
"rbbVos";"sleutelsoort";"Oenanthe silaifolia Bieb.";5130;454
"rbbVos";"hua-kerngroep";"Oenanthe silaifolia Bieb.";5258;463
"rbbVos";"Sleutelsoorten";"Oenanthe silaifolia Bieb.";5602;469
"G";"Obligaat freatofyt";"Oenanthe silaifolia Bieb.";8207;550
"G";;"Oenanthe silaifolia Bieb.";294415;565
"G";"vos diff hc";"Oenanthe silaifolia Bieb.";9737;584
"G";"vos diff hu-groep";"Oenanthe silaifolia Bieb.";295254;596
"G";"vos diff zil-groep";"Oenanthe silaifolia Bieb.";295469;599
"G";"ruderaal-groep1";"Oenothera";8584;562
"G";"ruderaal_ruim-groep";"Oenothera";294225;587
"G";"ruderaal-groep1";"Oenothera biennis L.";8585;562
"G";"ruderaal_ruim-groep";"Oenothera biennis L.";294226;587
"G";"ruderaal-groep1";"Oenothera glazioviana Micheli";8586;562
"G";"ruderaal_ruim-groep";"Oenothera glazioviana Micheli";294227;587
"G";"ruderaal-groep1";"Oenothera parviflora L.";8587;562
"G";"ruderaal_ruim-groep";"Oenothera parviflora L.";294228;587
;"Galio-Trifolietum";"Ononis repens + spinosa";8958;570
"G";"hk_uitgebreid-groep";"Ononis repens + spinosa";9383;579
;;"Ononis repens + spinosa";295352;595
;"1";"Ononis repens L.";8816;567
;"Galio-Trifolietum";"Ononis repens L.";8959;570
"G";"hk_uitgebreid-groep";"Ononis repens L.";9382;579
;;"Ononis repens L.";295350;595
;"Galio-Trifolietum";"Ononis spinosa L.";8957;570
"G";"hk_uitgebreid-groep";"Ononis spinosa L.";9384;579
;;"Ononis spinosa L.";295353;595
"G";"Hm-Groep1";"Ophioglossum vulgatum L.";7760;541
"G";"Hm-Groep1";"Ophioglossum vulgatum L.";8017;548
"G";"Obligaat freatofyt";"Ophioglossum vulgatum L.";8208;550
"G";"veldrus-groep";"Ophioglossum vulgatum L.";8451;556
"G";"hm diff hc-groep";"Ophioglossum vulgatum L.";9246;577
"G";"hm diff hmo-groep";"Ophioglossum vulgatum L.";294773;593
"G";"hm diff ms-groep";"Ophioglossum vulgatum L.";297194;606
"G";"hmn-groep";"Ophioglossum vulgatum L.";297831;607
"G";"hmn diff ms-groep";"Ophioglossum vulgatum L.";297900;608
"G";"hm(m)-kerngroep";"Ophioglossum vulgatum L.";297965;609
"G";"hm diff heide-groep";"Ophioglossum vulgatum L.";298051;611
"G";"hm_hmo-groep";"Ophioglossum vulgatum L.";298836;618
"H";"hmn";"Ophioglossum vulgatum L.";300887;642
;;"Ophioglossum vulgatum L.";306860;693
"rbbVos";"basenminnend";"Ophrys apifera Huds.";5174;458
"G";"basenminnend";"Ophrys apifera Huds.";6967;534
"G";"Hk-Groep";"Ophrys apifera Huds.";8380;538
"G";"orchidee_groep";"Ophrys apifera Huds.";8412;554
"G";"hk_uitgebreid-groep";"Ophrys apifera Huds.";9332;579
"G";"hu_kern_inclbasen";"Ophrys apifera Huds.";294342;588
"G";"hm diff hmo-groep";"Ophrys apifera Huds.";294774;593
"G";"hu diff vos-groep";"Ophrys apifera Huds.";295038;595
"rbbVos";"basenminnend";"Ophrys fuciflora (F.W. Schmidt) Moench";5193;458
"G";"orchidee_groep";"Ophrys fuciflora (F.W. Schmidt) Moench";8413;554
"G";"Hk-Groep";"Ophrys insectifera L.";8381;538
"G";"orchidee_groep";"Ophrys insectifera L.";8431;554
"G";"hk_uitgebreid-groep";"Ophrys insectifera L.";9333;579
"rbbVos";"basenminnend";"Orchis mascula (L.) L.";5198;458
"G";"basenminnend";"Orchis mascula (L.) L.";6983;534
"G";"Hk-Groep";"Orchis mascula (L.) L.";8383;538
"G";"orchidee_groep";"Orchis mascula (L.) L.";8414;554
"G";"hk_uitgebreid-groep";"Orchis mascula (L.) L.";9334;579
"G";"hu_kern_inclbasen";"Orchis mascula (L.) L.";294343;588
"G";"hm diff hmo-groep";"Orchis mascula (L.) L.";294775;593
"G";"hu diff vos-groep";"Orchis mascula (L.) L.";295039;595
"rbbVos";"basenminnend";"Orchis militaris L.";5205;458
"G";"basenminnend";"Orchis militaris L.";6984;534
"G";"Hk-Groep";"Orchis militaris L.";8384;538
"G";"orchidee_groep";"Orchis militaris L.";8415;554
"G";"hk_uitgebreid-groep";"Orchis militaris L.";9335;579
"G";"hu_kern_inclbasen";"Orchis militaris L.";294344;588
"G";"hm diff hmo-groep";"Orchis militaris L.";294776;593
"G";"hu diff vos-groep";"Orchis militaris L.";295040;595
"rbbVos";"basenminnend";"Orchis morio L.";5189;458
"G";"basenminnend";"Orchis morio L.";6982;534
"G";"Fac. freatofyt (V of";"Orchis morio L.";7916;546
"G";"orchidee_groep";"Orchis morio L.";8416;554
"G";"hk_uitgebreid-groep";"Orchis morio L.";9389;579
"G";"hu_kern_inclbasen";"Orchis morio L.";294345;588
"G";"hm diff hmo-groep";"Orchis morio L.";294777;593
"G";"hu diff vos-groep";"Orchis morio L.";295041;595
"G";"Hk-Groep";"Orchis purpurea Huds.";8385;538
"G";"orchidee_groep";"Orchis purpurea Huds.";8432;554
"G";"hk_uitgebreid-groep";"Orchis purpurea Huds.";9336;579
"G";"Hk-Groep";"Orchis simia Lam.";8387;538
"G";"orchidee_groep";"Orchis simia Lam.";8433;554
"G";"hk_uitgebreid-groep";"Orchis simia Lam.";9337;579
"H";;"Oreopteris limbosperma (Bellardi ex All.) Holub";299988;631
"rbbVos";"basenminnend";"Origanum vulgare L.";5208;458
;"11";"Origanum vulgare L.";8883;461
"G";"basenminnend";"Origanum vulgare L.";6985;534
;"Galio-Trifolietum";"Origanum vulgare L.";8966;570
"G";"hk_uitgebreid-groep";"Origanum vulgare L.";9338;579
"G";"hu_kern_inclbasen";"Origanum vulgare L.";294346;588
"G";"hm diff hmo-groep";"Origanum vulgare L.";294778;593
"G";"hu diff vos-groep";"Origanum vulgare L.";295042;595
"G";"hu-kerngroep11";"Ornithogalum umbellatum L.";5290;461
"Hu";"hu+-groep";"Ornithogalum umbellatum L.";6477;514
"G";"6430_bz";"Ornithogalum umbellatum L.";9023;573
"G";"hu_kern_inclbasen";"Ornithogalum umbellatum L.";294347;588
"G";"hu diff vos-groep";"Ornithogalum umbellatum L.";295043;595
"Ha";"SleutelsoortenStart";"Ornithopus perpusillus L.";6277;504
"Ha";"SleutelsoortenStart";"Ornithopus perpusillus L.";6553;521
"Ha";"Sleutelsoorten";"Ornithopus perpusillus L.";6812;527
"Ha";"Sleutelsoorten";"Ornithopus perpusillus L.";6792;528
"G";"ha-groep1";"Ornithopus perpusillus L.";7827;544
"G";"eenjarigen-heide";"Ornithopus perpusillus L.";8356;553
"G";"ha-groep diff Hn";"Ornithopus perpusillus L.";8617;563
"G";"ha_ruim-groep";"Ornithopus perpusillus L.";9870;586
"G";"ruderaal_ruim-groep";"Ornithopus perpusillus L.";294229;587
"G";"hnk diff h(u)k-groep";"Ornithopus perpusillus L.";294399;590
"G";"hu diff vos-groep";"Ornithopus perpusillus L.";295044;595
"G";"ha-groep";"Ornithopus perpusillus L.";299356;614
"G";"ha-groep";"Ornithopus perpusillus L.";299378;616
"2330_dw";;"Ornithopus perpusillus L.";299425;623
"H";"23 diff c-groep";"Ornithopus perpusillus L.";299724;626
"H";"2330dw diff duin";"Ornithopus perpusillus L.";299780;629
"H";"23 diff grasland";"Ornithopus perpusillus L.";299811;630
"G";"hei_diff_heischr";"Ornithopus perpusillus L.";300025;633
"G";"hei diff gras-htabel";"Ornithopus perpusillus L.";300255;638
"O";"heide s.l.";"Ornithopus perpusillus L.";300428;640
"G";"heide habitatw sl";"Ornithopus perpusillus L.";301605;648
"G";"cg diff ce-groep";"Ornithopus perpusillus L.";303705;649
;"1";"Orobanche caryophyllacea Smith";8824;567
"rbbVos";"basenminnend";"Orobanche minor Smith";5195;458
"G";"hu-kerngroep11";"Orobanche minor Smith";5299;461
"Hu";"hu+-groep";"Orobanche minor Smith";6486;514
"G";"basenminnend";"Orobanche minor Smith";6991;534
"G";"hk_uitgebreid-groep";"Orobanche minor Smith";9393;579
"G";"hu_kern_inclbasen";"Orobanche minor Smith";294348;588
"G";"hm diff hmo-groep";"Orobanche minor Smith";294779;593
"G";"hu diff vos-groep";"Orobanche minor Smith";295045;595
"G";"moeras-groep";"Osmunda regalis L.";9153;466
"rbbZil";"moeras-groep";"Osmunda regalis L.";5800;479
"G";"moeras-groep";"Osmunda regalis L.";6946;533
;;"Osmunda regalis L.";295489;549
"G";"Obligaat freatofyt";"Osmunda regalis L.";8210;550
"G";"natte hei";"Osmunda regalis L.";295488;552
"G";"moeras-groep";"Osmunda regalis L.";298653;578
;;"Osmunda regalis L.";301429;580
;;"Osmunda regalis L.";295490;594
"G";"vos diff hu-groep";"Osmunda regalis L.";295255;596
"G";"ms diff hc-groep";"Osmunda regalis L.";296570;602
"G";"hmn-groep";"Osmunda regalis L.";297832;607
"G";"ms-groep";"Osmunda regalis L.";298551;614
"G";;"Osmunda regalis L.";301493;616
"G";"m_ruim-groep";"Osmunda regalis L.";299204;620
;;"Osmunda regalis L.";300585;624
"H";"c diff 23-groep";"Osmunda regalis L.";299475;625
"H";"cv-vochtig-groep";"Osmunda regalis L.";299873;631
"G";"hei_diff_heischr";"Osmunda regalis L.";300026;633
"H";"hei_diff_7150-groep";"Osmunda regalis L.";300153;635
"G";"hei diff gras-htabel";"Osmunda regalis L.";300256;638
"O";"heide s.l.";"Osmunda regalis L.";300429;640
"H";"hmn";"Osmunda regalis L.";300888;642
"G";"heide habitatw sl";"Osmunda regalis L.";301606;648
"M";"zuurlaagv-sleutels.";"Osmunda regalis L.";306298;655
"M";"ms_vs_riet";"Osmunda regalis L.";306883;692
"G";"kalkmossen";"Oxyrrhynchium pumilum (Wilson) Loeske";294657;592
"G";"kalkmossen";"Oxyrrhynchium schleicheri (R.Hedw.) Röll";294658;592
"G";"moerasmossen";"Oxyrrhynchium speciosum (Brid.) Warnst.";294574;591
"G";"ms diff hc-groep";"Oxyrrhynchium speciosum (Brid.) Warnst.";296571;602
"G";"m diff hei-groep";"Oxyrrhynchium speciosum (Brid.) Warnst.";298311;615
"G";"m_ruim-groep";"Oxyrrhynchium speciosum (Brid.) Warnst.";299057;620
;;"Oxyrrhynchium speciosum (Brid.) Warnst.";305800;643
"H";"ven- en moerasgroep ";"Oxyrrhynchium speciosum (Brid.) Warnst.";305699;650
"G";"moerasmossen";"Pallavicinia lyellii (Hook.) Carruth.";294525;591
"G";"ms diff hc-groep";"Pallavicinia lyellii (Hook.) Carruth.";296572;602
"G";"ms-mossen-groep";"Pallavicinia lyellii (Hook.) Carruth.";297135;605
"G";"ms diff heide-groep";"Pallavicinia lyellii (Hook.) Carruth.";298593;613
"G";"m diff hei-groep";"Pallavicinia lyellii (Hook.) Carruth.";298312;615
"G";"ms_ruim-groep";"Pallavicinia lyellii (Hook.) Carruth.";298943;619
"G";"m_ruim-groep";"Pallavicinia lyellii (Hook.) Carruth.";299058;620
"H";"ven- en moerasgroep ";"Pallavicinia lyellii (Hook.) Carruth.";305700;650
"G";"mk-groep";"Palustriella commutata (Hedw.) Ochyra s.l.";299401;534
;"1";"Palustriella commutata (Hedw.) Ochyra s.l.";8925;555
"G";"moerasmossen";"Palustriella commutata (Hedw.) Ochyra s.l.";294527;591
"G";"kalkmossen";"Palustriella commutata (Hedw.) Ochyra s.l.";294673;592
"G";"m diff hei-groep";"Palustriella commutata (Hedw.) Ochyra s.l.";298314;615
"G";"m_ruim-groep";"Palustriella commutata (Hedw.) Ochyra s.l.";299060;620
"H";"moeras";"Palustriella commutata (Hedw.) Ochyra s.l.";300771;642
"H";"M diff 4010_7140oli";"Palustriella commutata (Hedw.) Ochyra s.l.";301064;643
"H";"ven- en moerasgroep ";"Palustriella commutata (Hedw.) Ochyra s.l.";305702;650
"M";"alkalisch laagveen";"Palustriella commutata (Hedw.) Ochyra s.l.";306043;660
;;"Palustriella commutata (Hedw.) Ochyra s.s.";305867;591
"M";"alkalisch laagveen";"Palustriella commutata (Hedw.) Ochyra s.s.";306044;660
;;"Palustriella falcata (Hedw.) Hedenäs";305868;591
"M";"alkalisch laagveen";"Palustriella falcata (Hedw.) Hedenäs";306045;660
"rbbZil";"ziltegroep";"Parapholis strigosa (Dum.) C.E. Hubbard";5661;475
"G";"Da-groep1";"Parapholis strigosa (Dum.) C.E. Hubbard";8499;557
"G";"Zil-groep uitgebreid";"Parapholis strigosa (Dum.) C.E. Hubbard";9608;581
"G";"ruderaal_ruim-groep";"Parapholis strigosa (Dum.) C.E. Hubbard";294230;587
"G";"vos diff hu-groep";"Parapholis strigosa (Dum.) C.E. Hubbard";295256;596
"G";"6430_bz";"Parietaria officinalis L.";9024;573
"G";"Fac. freatofyt (V of";"Paris quadrifolia L.";7917;546
;;"Parnassia palustris L.";294924;534
"G";"Hme-groep1";"Parnassia palustris L.";7789;542
"G";"Fac. freatofyt (V of";"Parnassia palustris L.";7918;546
"G";"Mk-groep1";"Parnassia palustris L.";8446;555
"G";"hm diff hc-groep";"Parnassia palustris L.";9247;577
"G";"hm diff hmo-groep";"Parnassia palustris L.";294780;593
"G";"valleigrasland-groep";"Parnassia palustris L.";297071;604
"G";"hmn-groep";"Parnassia palustris L.";297833;607
"G";"hm diff heide-groep";"Parnassia palustris L.";298052;611
"G";"m diff hei-groep";"Parnassia palustris L.";298731;615
"G";"hm_hmo-groep";"Parnassia palustris L.";298838;618
"G";"m_ruim-groep";"Parnassia palustris L.";299061;620
"H";"moeras";"Parnassia palustris L.";300772;642
"H";"M diff 4010_7140oli";"Parnassia palustris L.";301065;643
"H";"ven- en moerasgroep ";"Parnassia palustris L.";305703;650
;;"Parnassia palustris L.";305830;651
"M";"trilveen";"Parnassia palustris L.";306031;659
"M";"alkalisch laagveen";"Parnassia palustris L.";306050;660
"M";"duinpan+7230";"Parnassia palustris L.";306284;671
"G";"hu-groep11";"Pastinaca sativa L.";5269;460
"rbbZil";"hu-groep";"Pastinaca sativa L.";5709;477
"Hu";"hu-groep";"Pastinaca sativa L.";6458;514
"G";"hu-groep";"Pastinaca sativa L.";8758;566
;;"Pastinaca sativa L.";295342;595
"G";"Obligaat freatofyt";"Pedicularis palustris L.";8212;550
;;"Pedicularis palustris L.";297863;578
"G";"hc diff vos";"Pedicularis palustris L.";294827;585
;;"Pedicularis palustris L.";306442;655
"M";"trilveen";"Pedicularis palustris L.";306029;659
"M";"ms_vs_riet";"Pedicularis palustris L.";306891;692
"Ha";"hn-groep";"Pedicularis sylvatica L.";6369;505
"G";"Hn-Groep1";"Pedicularis sylvatica L.";7011;535
"G";;"Pedicularis sylvatica L.";8603;546
;;"Pedicularis sylvatica L.";8932;569
"G";"hm diff hc-groep";"Pedicularis sylvatica L.";9248;577
"G";"hn-groep";"Pedicularis sylvatica L.";301455;580
"G";"hmo diff hn-groep";"Pedicularis sylvatica L.";294383;589
"G";"hmo diff hm-groep";"Pedicularis sylvatica L.";294883;594
"G";"hm diff ms-groep";"Pedicularis sylvatica L.";298708;606
"G";"hmn-groep";"Pedicularis sylvatica L.";297834;607
;;"Pedicularis sylvatica L.";297923;608
"G";"hmo-kerngroep";"Pedicularis sylvatica L.";297994;610
"G";"hm diff heide-groep";"Pedicularis sylvatica L.";298053;611
"G";"hn-groep";"Pedicularis sylvatica L.";301547;616
"G";"hm_hmo-groep";"Pedicularis sylvatica L.";298839;618
;;"Pedicularis sylvatica L.";303789;624
"G";"heischr diff hei";"Pedicularis sylvatica L.";300311;634
"H";"hmn";"Pedicularis sylvatica L.";300890;642
