"BRC_num";"taxon_name";"ML";"ord";"len";"stat";"lf1";"per";"lf2";"gem";"tub";"bra";"bul";"lvs";"fr";"sex";"spbeg";"spbeg2";"spend";"sp1";"spend2";"e";"sp2";"sc";"w";"ir";"ci";"ni";"elem";"gbno";"cino";"irno";"tjan";"prec";"tjul";"alt";"f_indicatie";"l_indicatie";"n_indicatie";"r_indicatie";"hm_indicatie";"s_indicatie";"rh";"rs";"rw";"so";"sr";"gs";"pt";"dv";"dw";"br";"da";"en";"aq";"ew";"a2";"b1";"b2";"b3";"c1";"c2";"c3";"d1";"d2";"d4";"e1";"e2";"e3";"e4";"e7";"f3";"f4";"f9";"fa";"g1";"g1r";"g3";"g3r";"h2";"h3";"h5";"i1";"i2";"j1";"j2";"j3";"id";"j4"
"0810   903";"Riccia beyrichiana";"L";"Ricc";25,00;"N";"St";"P";"Mt";;;;;;"A";"M";1,00;;12,00;90,00;;"E";130,00;"S";"W";"IR";"CI";"NI";52,00;74,00;3,00;20,00;4,10;1402,00;14,20;800,00;5,00;8,00;3,00;5,00;0,00;0,00;;;;3,00;3,00;;;;;;;;;;;"3";;3,00;;;3,00;;;;;;;;;;3,00;;;;;;;;2,00;3,00;1,00;;;;3,00;928;
"0810   904";"Riccia bifurca";"L";"Ricc";10,00;"N";"St";"P";"";;;;;;"F";"M";9,00;;7,00;70,00;;"E";100,00;;;;;;83,00;3,00;;;6,70;951,00;15,90;75,00;5,00;8,00;3,00;5,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;3,00;;;;;;;;;3,00;;;;;;929;
"0810   905";"Riccia canaliculata";"L";"Ricc";20,00;"N";"St";"A";"";;;;;;"F";"M";7,00;;3,00;75,00;;"E";95,00;"S";"W";;;;73,00;9,00;;;3,10;1015,00;14,60;245,00;9,00;7,00;5,00;5,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;930;
"0810   971";"Riccia cavernosa";"L";"Ricc";30,00;"N";"St";"A";"";;;;;;"A";"M";7,00;;11,00;60,00;;"E";94,00;"S";"W";"IR";;"NI";76,00;91,00;;10,00;3,80;848,00;15,40;250,00;9,00;7,00;6,00;7,00;0,00;0,00;;;;3,00;;3,00;;;;;;;;;;"3";;;;;3,00;;;;;;;;;;;;;;;;;;;;2,00;;;;3,00;931;
"0810   907";"Riccia crozalsii";"L";"Ricc";14,00;"N";"St";"AP";"";;;;;;"A";"M";2,00;;7,00;64,00;;"E";90,00;;"W";"IR";"CI";;91,00;26,00;6,00;;6,50;1019,00;16,00;90,00;5,00;8,00;3,00;5,00;0,00;0,00;;;;3,00;3,00;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;3,00;2,00;;;"3";;932;
"0810   908";"Riccia crystallina";"L";"Ricc";25,00;"AN";"St";"A";"";;;;;;"A";"M";1,00;;7,00;60,00;;"E";86,00;"S";;;;;91,00;8,00;;;6,40;1093,00;15,60;75,00;7,00;8,00;6,00;5,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;1,00;;;;;;;;;;;;;;;;;;;2,00;3,00;;;;;933;
"0810   909";"Riccia fluitans";"L";"Ricc";20,00;"N";"Le";"P";"St";;;;;;"R";"D";8,00;;10,00;56,00;;"E";75,00;;"W";"IR";;"NI";86,00;215,00;;13,00;3,80;757,00;16,00;214,00;10,00;7,00;6,00;7,00;0,00;0,00;;;"3";3,00;;3,00;3,00;;;;;;"3";;;"2";;;"3";;3,00;;;"2";;;;;;;;"2";;;;;;;;;;;;;2,00;934;
"0810   910";"Riccia glauca";"L";"Ricc";20,00;"N";"St";"AP";"";;;;;;"A";"M";2,00;;11,00;70,00;;"E";100,00;"S";"W";"IR";"CI";"NI";86,00;574,00;4,00;57,00;3,90;934,00;15,50;300,00;6,00;7,00;6,00;6,00;0,00;1,00;;;"1";3,00;1,00;;;;;;;;;;;;;2,00;;;3,00;;;;;;3,00;;;;;;;;3,00;;;;;3,00;3,00;3,00;;;2,00;935;
"0810   911";"Riccia huebeneriana";"L";"Ricc";10,00;"N";"St";"A";"";;;;;;"A";"M";2,00;;11,00;54,00;;"E";70,00;"S";"W";"IR";;;73,00;21,00;;1,00;3,30;1140,00;14,80;450,00;9,00;7,00;5,00;5,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;936;
"0810   913";"Riccia nigrella";"L";"Ricc";15,00;"N";"St";"PA";"";;;;;;"A";"M";12,00;;5,00;56,00;;"E";80,00;;"W";;"CI";;91,00;5,00;5,00;;5,50;1004,00;15,80;230,00;4,00;8,00;3,00;4,00;0,00;0,00;;;;3,00;3,00;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;1,00;3,00;1,00;;;"3";;937;
"0810   914";"Riccia rhenana";"L";"Ricc";20,00;"AN";"Le";"P";"St";;;;;;"Nil";"Nil";;;;;;"E";;;;"IR";;;73,00;11,00;;1,00;3,90;734,00;16,30;100,00;10,00;7,00;6,00;7,00;0,00;0,00;;;;3,00;;;;;;;;;"3";;;;;;"3";;3,00;;;;;;;;;;;;;;;;;;;;;;;;3,00;938;
"0810   915";"Riccia sorocarpa";"L";"Ricc";20,00;"N";"St";"AP";"";;;;;;"A";"M";1,00;;12,00;64,00;;"E";95,00;"S";"W";"IR";"CI";"NI";64,00;761,00;6,00;73,00;3,70;1002,00;15,00;830,00;5,00;7,00;4,00;5,00;1,00;0,00;;;;3,00;3,00;;;;;;;;;;;;;3,00;;;2,00;;;;;;;;;;;;;;3,00;;;;3,00;3,00;3,00;3,00;;;3,00;939;
"0810   916";"Riccia subbifurca";"L";"Ricc";10,00;"N";"St";"AP";"Mt";;;;;;"A";"M";1,00;;12,00;75,00;;"E";94,00;"S";"W";"IR";;"NI";92,00;111,00;;31,00;4,20;1170,00;14,90;800,00;5,00;7,00;4,00;5,00;0,00;0,00;;;;3,00;3,00;;;;;;;;;;;;;3,00;;;3,00;;;;2,00;;;;;;;;;;3,00;;"2";;3,00;3,00;3,00;3,00;;;;940;
"0810   917";"Ricciocarpos natans";"L";"Ricc";15,00;"N";"Le";"P";"St";;;;;;"X";"M";;;;42,00;;"E";56,00;;"W";"IR";;;86,00;71,00;;11,00;3,70;700,00;15,90;150,00;11,00;7,00;6,00;7,00;0,00;0,00;;;;2,00;;;;"2";;;;;"3";;;;;;"3";;2,00;;;;;;;;;;;;;;;;;;;;;;;;;941;
"0810   918";"Saccogyna viticulosa";"L";"Jung";50,00;"N";"Ms";"P";"We";;;;;;"R";"D";4,00;;5,00;11,00;;"E";16,00;"S";"W";"IR";"CI";"NI";81,00;645,00;4,00;158,00;3,70;1545,00;13,80;800,00;6,00;3,00;2,00;3,00;0,00;0,00;3,00;"3";;3,00;3,00;;;;1,00;2,00;;;;2,00;;;;3,00;;;;;;;;;;;;;3,00;;"3";3,00;;;;;3,00;;;;;"2";;942;
"0820   536";"Saelania glaucescens";"M";"Dicr";35,00;"N";"Tf";"P";"";;;;;;"O";"M";;;;14,00;;;16,00;"S";;;;;26,00;3,00;;;-1,40;1379,00;10,50;760,00;5,00;7,00;2,00;8,00;0,00;0,00;;"3";;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;943;
"0820  1358";"Sanionia orthothecioides";"M";"Hypn";80,00;"N";"We";"P";"Mr";;;;;;"R";"M";;;;13,00;;;18,00;"S";;;;;26,00;11,00;;;4,00;1415,00;12,40;300,00;5,00;6,00;2,00;4,00;0,00;3,00;;;;3,00;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;944;
"0820   228";"Sanionia uncinata";"M";"Hypn";100,00;"N";"We";"P";"Mr";;;;;;"F";"M";4,00;;7,00;12,00;;"E";16,00;"S";"W";"IR";;"NI";26,00;654,00;;44,00;2,50;1345,00;13,40;1230,00;6,00;6,00;2,00;4,00;1,00;0,00;3,00;;;2,00;;;;"1";;;;;;3,00;;;;3,00;;;;;;;3,00;;2,00;;;;;"3";;2,00;;;;;3,00;1,00;;;;;1,00;945;
"0810   919";"Scapania aequiloba";"L";"Jung";40,00;"N";"Ms";"P";"We";"F";;;;;"X";"D";;;;10,00;;"E";10,00;"S";"W";"IR";;"NI";23,00;102,00;;9,00;1,60;1873,00;12,30;1175,00;7,00;5,00;2,00;7,00;0,00;0,00;3,00;"3";;3,00;;1,00;;;;3,00;;;;;;"2";;;;;;;;;;;;"3";;;;;;;;;;;3,00;;;;;;;946;
"0810   920";"Scapania aspera";"L";"Jung";60,00;"N";"We";"P";"Ms";"F";;;;;"R";"D";5,00;;7,00;14,00;;"E";20,00;"S";"W";"IR";;"NI";53,00;352,00;;81,00;2,80;1439,00;13,60;1040,00;6,00;7,00;2,00;7,00;0,00;0,00;3,00;"3";"2";3,00;;3,00;;;;;;;;;;"3";;3,00;;;;;;;3,00;;;;;;;;;3,00;;;;;3,00;;;;;"3";3,00;947;
"0810   921";"Scapania calcicola";"L";"Jung";25,00;"N";"Ms";"P";"Sc";"F";;;;;"Nil";"D";;;;;;;;"S";"W";;;;26,00;22,00;;;0,60;2009,00;11,70;1150,00;7,00;5,00;2,00;7,00;0,00;0,00;1,00;"3";;2,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;948;
"0810   922";"Scapania compacta";"L";"Jung";25,00;"N";"Mr";"P";"Ms";"F";;;;;"F";"MD";12,00;;9,00;16,00;;"E";21,00;"S";"W";"IR";"CI";"NI";92,00;503,00;9,00;46,00;3,50;1404,00;14,10;780,00;4,00;7,00;2,00;3,00;3,00;0,00;3,00;;"3";3,00;3,00;;;;;;;;;;;;;3,00;;;3,00;;;;;;;;;;3,00;;;1,00;;;;;3,00;3,00;;;;"2";3,00;949;
"0810   924";"Scapania curta";"L";"Jung";15,00;"N";"Ms";"P";"Sc";"F";;;;;"R";"D";;;;13,00;;"E";15,00;"S";;"IR";;;46,00;16,00;;1,00;3,20;1030,00;14,90;350,00;6,00;6,00;2,00;3,00;0,00;0,00;;"3";;3,00;;3,00;;;;;;;;;;;;;;;;;;;;;2,00;;;;;;;;2,00;;;;3,00;;;;;;2,00;950;
"0810   925";"Scapania cuspiduligera";"L";"Jung";15,00;"N";"Ms";"P";"Sc";"F";;;;;"Nil";"D";;;;;;"E";;"S";"W";"IR";;;26,00;42,00;;2,00;1,70;1498,00;12,80;1175,00;7,00;6,00;2,00;7,00;0,00;0,00;3,00;"3";;2,00;3,00;1,00;;;;;;;;;;"2";;;;;;;;;3,00;;;;;;;;;;;;;;3,00;;;;;;;951;
"0810   926";"Scapania degenii";"L";"Jung";50,00;"N";"Ms";"P";"";"F";;;;;"Nil";"D";;;;;;"E";;"S";;;;;46,00;37,00;;;0,40;1934,00;11,60;980,00;8,00;6,00;2,00;6,00;0,00;0,00;3,00;;;3,00;;;;;;;;;;;;;;;;;;;;"3";;;;"3";;;;;;;;;;;3,00;;;;;;;952;
"0810   927";"Scapania gracilis";"L";"Jung";50,00;"N";"We";"P";"Mr";"F";;;;;"F";"D";3,00;;7,00;12,00;;"E";16,00;"S";"W";"IR";"CI";"NI";80,00;763,00;3,00;187,00;3,20;1542,00;13,40;850,00;6,00;5,00;2,00;2,00;1,00;0,00;3,00;"3";"2";2,00;2,00;;3,00;"1";3,00;;;;;3,00;;;;;;;;"3";"2";;3,00;;;;;;3,00;;;3,00;;;;3,00;3,00;1,00;;;;"3";3,00;953;
"0810   928";"Scapania gymnostomophila";"L";"Jung";15,00;"N";"Ms";"P";"Sc";"F";;;;;"Nil";"D";;;;;;;;"S";"W";"IR";;;26,00;12,00;;3,00;1,00;1793,00;11,90;950,00;7,00;6,00;2,00;7,00;0,00;0,00;;;;2,00;3,00;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;954;
"0810   929";"Scapania irrigua";"L";"Jung";25,00;"N";"Ms";"P";"Sc";"F";;;;;"R";"D";2,00;;5,00;10,00;;"E";12,00;"S";"W";"IR";;"NI";56,00;741,00;;111,00;3,10;1349,00;13,80;980,00;8,00;7,00;2,00;4,00;2,00;0,00;3,00;;;3,00;3,00;3,00;;;3,00;;;;;1,00;;"2";;;;;3,00;"3";"3";;;;3,00;;;;3,00;;;;2,00;;"3";;;3,00;;;;;3,00;955;
"0810   972";"Scapania lingulata";"L";"Jung";8,00;"N";"Ms";"P";"Sc";"F";;;;;"Nil";"D";;;;;;"E";;"S";"W";"IR";;;43,00;20,00;;2,00;2,10;1552,00;12,70;1220,00;6,00;6,00;2,00;4,00;0,00;0,00;;"2";;3,00;3,00;3,00;;"1";1,00;;;;;;;;;3,00;;;;;;;;;;;;;;;;1,00;;;;;3,00;3,00;;;;;;956;
"0810   930";"Scapania nemorea";"L";"Jung";60,00;"N";"We";"P";"Ms";"F";;;;;"F";"D";3,00;11,00;4,00;10,00;"11";"E";14,00;"S";"W";"IR";"CI";"NI";53,00;755,00;2,00;122,00;3,20;1402,00;14,00;670,00;7,00;5,00;2,00;4,00;2,00;0,00;3,00;"3";"3";3,00;;;2,00;;3,00;;;;;3,00;;;;3,00;;;;"3";"3";;;;3,00;;;;3,00;;;3,00;;;;;3,00;3,00;;;;"3";3,00;957;
"0810   931";"Scapania nimbosa";"L";"Jung";70,00;"N";"We";"P";"";"R";;;;;"Nil";"Nil";;;;;;;;"S";"(W)";"IR";;;41,00;52,00;;5,00;1,50;2298,00;11,50;1070,00;6,00;5,00;2,00;2,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;3,00;2,00;;;;;;;958;
"0810   932";"Scapania ornithopodioides";"L";"Jung";100,00;"N";"We";"P";"";"R";;;;;"Nil";"D";;;;;;"E";;"S";"W";"IR";;;41,00;86,00;;14,00;1,80;2207,00;11,80;1000,00;6,00;5,00;2,00;2,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;"3";;;3,00;;;;;;;3,00;3,00;;;;;;;959;
"0810   973";"Scapania paludicola";"L";"Jung";60,00;"N";"Ms";"P";"";"F";;;;;"Nil";"D";;;;;;"E";;;"W";;;;26,00;11,00;;;2,80;1552,00;14,10;430,00;8,00;7,00;2,00;3,00;0,00;0,00;;;;3,00;;;;"3";;3,00;;;;;;;;;;;;"3";"3";;;;3,00;;;;3,00;;;;;;;;;;;;;;;960;
"0810   933";"Scapania paludosa";"L";"Jung";80,00;"N";"Ms";"P";"";;;;;;"X";"D";;;;17,00;;"E";17,00;"S";"W";;;;26,00;18,00;;;-0,10;2092,00;11,10;1150,00;10,00;7,00;2,00;5,00;0,00;0,00;3,00;;;2,00;;;;;;;;;;;;;;;;"3";;;;"3";;;3,00;;;;;;;;;;;3,00;3,00;;;;;;;961;
"0810   934";"Scapania parvifolia";"L";"Jung";10,00;"N";"Ms";"P";"Sc";"F";;;;;"R";"D";7,00;;8,00;14,00;;;17,00;"S";;;;;16,00;3,00;;;0,20;2786,00;11,50;990,00;6,00;4,00;2,00;3,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;"3";;;3,00;;;;;;;;;;;;;;;962;
"0810   974";"Scapania praetervisa";"L";"Jung";8,00;"N";"Ms";"P";"Sc";"F";;;;;"X";"D";;;;;;"E";;"S";;;;;26,00;5,00;;;0,80;1210,00;12,40;275,00;8,00;5,00;2,00;6,00;0,00;0,00;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;963;
"0810   935";"Scapania scandica";"L";"Jung";8,00;"N";"Ms";"P";"Sc";"F";;;;;"R";"D";6,00;;8,00;10,00;;"E";14,00;"S";"W";"IR";;"NI";46,00;275,00;;18,00;2,10;1606,00;12,90;1220,00;6,00;6,00;1,00;3,00;0,00;0,00;;;;3,00;;2,00;;"2";2,00;2,00;;;;2,00;;"3";;;;;;"3";;;;;;"3";;;3,00;;;;2,00;;"3";3,00;3,00;3,00;;;;;3,00;964;
"0810   936";"Scapania subalpina";"L";"Jung";30,00;"N";"Ms";"P";"Sc";"F";;;;;"F";"D";4,00;;9,00;14,00;;"E";18,00;"S";"W";"IR";;"NI";26,00;228,00;;15,00;1,80;1697,00;12,50;1180,00;8,00;7,00;2,00;4,00;0,00;0,00;3,00;;;3,00;3,00;3,00;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;3,00;1,00;;;;;1,00;965;
"0810   937";"Scapania uliginosa";"L";"Jung";100,00;"N";"Ms";"P";"";"R";;;;;"R";"D";6,00;;8,00;14,00;;"E";20,00;"S";"W";;;;16,00;82,00;;;0,80;2136,00;11,60;1160,00;9,00;7,00;2,00;4,00;0,00;0,00;3,00;;;2,00;;;;;;;;;;;;;;;;"3";3,00;;"3";;;;;"3";;;;;;;;;;;;;;;;;;966;
"0810   938";"Scapania umbrosa";"L";"Jung";20,00;"N";"Ms";"P";"";"F";;;;;"F";"D";3,00;;10,00;10,00;;"E";13,00;"S";"W";"IR";;"NI";43,00;443,00;;82,00;2,60;1612,00;13,00;1000,00;6,00;2,00;2,00;2,00;0,00;0,00;3,00;"3";;3,00;3,00;;;;3,00;;;;;2,00;;;;;;;;"3";;;;;1,00;;;;3,00;;;3,00;;;;;2,00;;;;;;;967;
"0810   939";"Scapania undulata";"L";"Jung";100,00;"N";"Ms";"P";"At";"F";;;;;"F";"D";2,00;;7,00;15,00;;"E";21,00;"S";"W";"IR";"CI";"NI";53,00;1229,00;1,00;184,00;3,00;1382,00;13,60;1220,00;10,00;6,00;2,00;4,00;1,00;0,00;3,00;"3";"3";3,00;;3,00;;;2,00;;;;;2,00;;;;;"3";"3";3,00;"3";"2";;;;;;;;3,00;;;2,00;;;;;2,00;3,00;;;;;3,00;968;
"0820  1018";"Schistidium agassizii";"M";"Grim";50,00;"N";"Cu";"P";"At";;;;;;"O";"M";;;;16,00;;"E";20,00;"S";"W";"IR";;;43,00;9,00;;1,00;1,70;1712,00;12,50;1100,00;9,00;7,00;3,00;5,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;3,00;;;;;;;969;
"0820   291";"Schistidium apocarpum s.l.";"M";"Grim";50,00;"N";"Tuft";"P";"Tf";;;;;;"A";"M";;;;8,00;;"E";15,00;"S";"W";"IR";;"NI";66,00;1870,00;3,00;312,00;3,40;1123,00;14,50;1205,00;2,00;7,00;4,00;7,00;0,00;0,00;3,00;"3";"3";;;1,00;;;;;;;;2,00;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;"3";"3";3,00;970;
"0820  1809";"Schistidium apocarpum s.str.";"M";"Grim";50,00;"N";"Tuft";"P";"Tf";;;;;;"A";"M";2,00;;3,00;11,00;;"E";15,00;"S";"W";"IR";;"NI";54,00;112,00;3,00;22,00;3,50;1353,00;14,10;880,00;2,00;7,00;4,00;7,00;0,00;0,00;3,00;;"3";;;;;;;;;;;2,00;;;;3,00;;;3,00;;;;;;;;;;;;;;;;;;3,00;;;;"3";"3";3,00;971;
"0820   293";"Schistidium atrofuscum";"M";"Grim";30,00;"N";"Cu";"P";"";;;;;;"O";"M";;;;8,00;;;11,00;"S";;;;;43,00;5,00;;;-0,80;1376,00;11,10;700,00;5,00;7,00;2,00;7,00;0,00;0,00;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;972;
"0820   295";"Schistidium confertum";"M";"Grim";15,00;"N";"Cu";"P";"";;;;;;"A";"M";;;;8,00;;"E";10,00;"S";"W";"(IR)";;"(NI)";73,00;17,00;;;1,90;1450,00;13,00;550,00;2,00;7,00;2,00;7,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;3,00;;;;;;;973;
"0820  1773";"Schistidium crassipilum";"M";"Grim";30,00;"N";"Cu";"P";"Tf";;;;;;"A";"M";2,00;;5,00;9,00;;"E";11,00;"S";"W";"IR";;"NI";83,00;440,00;;23,00;3,60;1023,00;15,10;970,00;1,00;7,00;4,00;8,00;3,00;0,00;3,00;"3";"3";;;;;;;;;;;2,00;;;;3,00;;;;;;;;;;;;;;;;;;;;3,00;3,00;;;3,00;"3";"3";3,00;974;"3"
"0820  1774";"Schistidium dupretii";"M";"Grim";15,00;"N";"Cu";"P";"Tuft";;;;;;"A";"M";;;;8,00;;;11,00;"S";;;;;46,00;2,00;;;-1,00;1963,00;10,60;1100,00;2,00;7,00;2,00;7,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;975;
"0820  1775";"Schistidium elegantulum";"M";"Grim";40,00;"N";"Cu";"P";"Tf";;;;;;"A";"M";;;;8,00;;"E";10,00;"S";"W";"IR";;"NI";75,00;10,00;;2,00;3,90;1394,00;14,50;175,00;2,00;7,00;2,00;7,00;0,00;0,00;3,00;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;"3";;976;
"0820  1775.1";"Schistidium elegantulum subsp. elegantulum";"M";"Grim";30,00;"N";"Cu";"P";"Tf";;;;;;"A";"M";;;;8,00;;"E";10,00;"S";"W";"(IR)";;"NI";75,00;5,00;;1,00;3,00;1701,00;13,50;175,00;2,00;7,00;2,00;7,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;"3";;977;
"0820  1775.2";"Schistidium elegantulum subsp. wilsonii";"M";"Grim";50,00;"N";"Cu";"P";"";;;;;;"A";"M";;;;8,00;;"E";10,00;"S";"W";"IR";;;72,00;2,00;;1,00;4,40;985,00;15,80;170,00;2,00;7,00;2,00;7,00;0,00;0,00;3,00;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;"3";;978;
"0820  1776";"Schistidium flaccidum";"M";"Grim";18,00;"N";"Cu";"P";"";;;;;;"A";"M";;;;8,00;;;10,00;;"W";;;;73,00;1,00;;;2,40;3130,00;12,70;580,00;2,00;7,00;2,00;7,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;979;
"0820  1777";"Schistidium frigidum";"M";"Grim";32,00;"N";"Cu";"P";"Tf";;;;;;"A";"M";;;;10,00;;"(E)";13,00;"S";"W";;;;16,00;14,00;;;1,50;1720,00;12,30;1200,00;2,00;7,00;2,00;7,00;0,00;0,00;3,00;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,00;3,00;;;;;"1";;980;
"0820  1777.1";"Schistidium frigidum var. frigidum";"M";"Grim";50,00;"N";"Cu";"P";"Tf";;;;;;"A";"M";;;;10,00;;"(E)";13,00;"S";"W";;;;16,00;10,00;;;1,50;1549,00;12,40;600,00;2,00;7,00;2,00;7,00;0,00;0,00;3,00;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;"1";;981;
"0820  1777.2";"Schistidium frigidum var. havaasii";"M";"Grim";15,00;"N";"Cu";"P";"";;;;;;"A";"M";;;;10,00;;"(E)";13,00;"S";"W";;;;42,00;5,00;;;1,80;2132,00;12,10;1200,00;2,00;7,00;2,00;7,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;3,00;;;;;;;982;
"0820   306";"Schistidium maritimum";"M";"Grim";20,00;"N";"Cu";"P";"";;;;;;"A";"M";1,00;;4,00;20,00;;"E";26,00;"S";"W";"IR";"CI";"NI";51,00;435,00;6,00;64,00;4,20;1396,00;13,70;90,00;7,00;8,00;5,00;5,00;0,00;5,00;3,00;;"1";2,00;1,00;;;;;;;;;;"3";;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;983;
"0820  1778";"Schistidium papillosum";"M";"Grim";80,00;"N";"Ms";"P";"";;;;;;"A";"M";;;;10,00;;;13,00;"S";"W";;;;26,00;8,00;;;0,40;1691,00;11,70;630,00;2,00;7,00;2,00;7,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;984;
"0820   289.1";"Schistidium platyphyllum";"M";"Grim";40,00;"N";"At";"P";"";;;;;;"A";"M";;;;16,00;;"E";20,00;"S";"W";"IR";;"NI";26,00;99,00;;3,00;2,10;1203,00;13,50;480,00;8,00;7,00;3,00;5,00;0,00;0,00;3,00;;"1";;;;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;985;"1"
"0820  1779";"Schistidium pruinosum";"M";"Grim";30,00;"N";"Cu";"P";"Tf";;;;;;"A";"M";;;;10,00;;"E";14,00;"S";;;;"(NI)";73,00;8,00;;;1,90;1475,00;12,70;400,00;2,00;7,00;2,00;7,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;986;
"0820   289";"Schistidium rivulare s.l.";"M";"Grim";100,00;"N";"At";"P";"";;;;;;"A";"M";;;;16,00;;"E";20,00;"S";"W";"IR";;"NI";36,00;574,00;;37,00;2,70;1350,00;13,60;1100,00;8,00;7,00;3,00;5,00;0,00;0,00;3,00;;"3";;;;;;;;;;;3,00;;;;;;;3,00;;;;;;;;;;;;;;;;;;3,00;;;;;;;987;"1"
"0820   289.2";"Schistidium rivulare s.str.";"M";"Grim";80,00;"N";"At";"P";"";;;;;;"A";"M";2,00;;5,00;16,00;;"E";20,00;"S";"W";"IR";;"NI";36,00;419,00;;32,00;2,80;1382,00;13,60;1100,00;8,00;7,00;3,00;5,00;0,00;0,00;3,00;;"3";;;;;;;;;;;3,00;;;;;;;3,00;;;;;;;;;;;;;;;;;;3,00;;;;;;;988;"1"
"0820   291.2";"Schistidium robustum";"M";"Grim";30,00;"N";"Cu";"P";"";;;;;;"O";"M";;;;8,00;;"E";12,00;"S";;"IR";;;43,00;36,00;;2,00;2,10;1855,00;12,30;720,00;2,00;7,00;2,00;7,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;989;
"0820   315";"Schistidium strictum";"M";"Grim";95,00;"N";"Cu";"P";"Tf";;;;;;"A";"M";;;;12,00;;"E";15,00;"S";"W";"IR";;"(NI)";26,00;132,00;;13,00;2,00;1935,00;12,40;1000,00;4,00;6,00;2,00;7,00;0,00;0,00;3,00;"3";;;;;;;;;;;;;;;;2,00;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;990;
"0820   318";"Schistidium trichodon";"M";"Grim";80,00;"N";"Ms";"P";"";;;;;;"A";"M";;;;10,00;;"E";14,00;"S";"(W)";"IR";;"NI";43,00;20,00;;2,00;0,30;1709,00;11,60;1190,00;5,00;7,00;2,00;7,00;0,00;0,00;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;991;
"0820   537";"Schistostega pennata";"M";"Dicr";15,00;"N";"Tp";"P";"";;;;;;"O";"M";4,00;;8,00;8,00;;"E";12,00;"S";"W";;"CI";;52,00;139,00;1,00;;4,10;1142,00;15,10;305,00;7,00;1,00;4,00;4,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;2,00;;;;;;;;;;;;;;;"3";2,00;;;;3,00;3,00;3,00;;;;;3,00;992;
