"originalna";"id";"speciesnam";"vaatplant";"is_gras";"is_boomstruik";"is_dwergstruik";"is_hogeplant";"is_meerjarigkruid";"is_schijngras";"is_jarig";"is_invasieveexoot";"is_mos";"is_lichen";"is_kranswier";"link_bbr";"link_bryoatt";"link_hill";"hoogte_max";"is_bossoort";"l_waarde";"genus_ori";"species_ori";"subspecies_ori";"genus";"species";"subspecies";"specieszonderauteur_ori";"specieszonderauteur";"L_getal";"R_getal";"F_getal";"N_getal";"S_getal";"taxontype_ID"
"Sagina procumbens L.";1291;"Sagina procumbens L.";1;0;0;0;0;1;0;0;0;0;0;0;1112;;1414;7;0;7;"Sagina ";"procumbens";;"Sagina ";"procumbens";;"Sagina procumbens";"Sagina procumbens";7;6;6;5;1;9
"Sagittaria sagittifolia L.";1292;"Sagittaria sagittifolia L.";1;0;0;0;0;1;0;0;0;0;0;0;1114;;1417;90;0;7;"Sagittaria ";"sagittifolia";;"Sagittaria ";"sagittifolia";;"Sagittaria sagittifolia";"Sagittaria sagittifolia";7;7;10;6;0;9
"Salicornia";1293;"Salicornia";1;0;0;0;0;1;0;0;0;0;0;0;6458;;;;0;;"Salicornia";;;"Salicornia";;;"Salicornia";"Salicornia";;;;;;12
"Salicornia europaea L.";1294;"Salicornia europaea L.";1;0;0;0;0;0;0;1;0;0;0;0;1635;;1419;40;0;9;"Salicornia ";"europaea";;"Salicornia ";"europaea";;"Salicornia europaea";"Salicornia europaea";9;8;8;6;9;9
"Salicornia herbacea L. subvar. brachystachya G.F.W. Mey.";1295;"Salicornia europaea L.";1;0;0;0;0;0;0;1;0;0;0;0;1635;;1419;40;0;9;"Salicornia ";"herbacea";"subvar. brachystachya";"Salicornia ";"europaea";;"Salicornia herbacea subvar. brachystachya";"Salicornia europaea";9;8;8;6;9;9
"Salicornia procumbens Smith";1296;"Salicornia procumbens Smith";1;0;0;0;0;0;0;1;0;0;0;0;1636;;;40;0;9;"Salicornia ";"procumbens";;"Salicornia ";"procumbens";;"Salicornia procumbens";"Salicornia procumbens";9;7;;4;8;9
"Salix";1297;"Salix";1;0;1;0;0;0;0;0;0;0;0;0;6459;;;;0;;"Salix";;;"Salix";;;"Salix";"Salix";;;;;;12
"Salix alba L.";1298;"Salix alba L.";1;0;1;0;0;0;0;0;0;0;0;0;1116;;1425;2000;0;6;"Salix ";"alba";;"Salix ";"alba";;"Salix alba";"Salix alba";6;8;7;8;0;9
"Salix aurita L.";1299;"Salix aurita L.";1;0;1;0;0;0;0;0;0;0;0;0;1117;;1427;200;0;7;"Salix ";"aurita";;"Salix ";"aurita";;"Salix aurita";"Salix aurita";7;4;8;3;0;9
"Salix babylonica L.";1300;"Salix babylonica L.";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Salix ";"babylonica";;"Salix ";"babylonica";;"Salix babylonica";"Salix babylonica";;;;;;9
"Salix caprea groep";1301;"Salix caprea groep";1;0;1;0;0;0;0;0;0;0;0;0;1118;;;900;0;;"Salix ";"caprea";"groep";"Salix ";"caprea";"groep";"Salix caprea groep";"Salix caprea groep";7;7;6;7;0;5
"Salix caprea L.";1302;"Salix caprea L.";1;0;1;0;0;0;0;0;0;0;0;0;1118;;1428;900;0;7;"Salix ";"caprea";;"Salix ";"caprea";;"Salix caprea";"Salix caprea";7;7;7;7;0;9
"Salix cinerea (incl. kruisingen)";1303;"Salix cinerea L. (incl. kruisingen)";1;0;1;0;0;0;0;0;0;0;0;0;1119;;;600;0;7;"Salix ";"cinerea";"(incl. kruisingen)";"Salix ";"cinerea";"(incl. kruisingen)";"Salix cinerea (incl. kruisingen)";"Salix cinerea (incl. kruisingen)";7;5;;4;0;3
"Salix cinerea L.";1304;"Salix cinerea L.";1;0;1;0;0;0;0;0;0;0;0;0;1119;;1429;600;0;7;"Salix ";"cinerea";;"Salix ";"cinerea";;"Salix cinerea";"Salix cinerea";7;6;8;5;0;9
"Salix dasyclados Wimm.";1305;"Salix gmelinii Pall.";1;0;1;0;0;0;0;0;0;0;0;0;1120;;;600;0;;"Salix ";"dasyclados";;"Salix ";"gmelinii";;"Salix dasyclados";"Salix gmelinii";;;;;;9
"Salix fragilis L.";1306;"Salix fragilis L.";1;0;1;0;0;0;0;0;0;0;0;0;1121;;1430;2000;0;6;"Salix ";"fragilis";;"Salix ";"fragilis";;"Salix fragilis";"Salix fragilis";6;7;8;7;0;9
"Salix purpurea L.";1307;"Salix purpurea L.";1;0;1;0;0;0;0;0;0;0;0;0;1123;;1438;300;0;8;"Salix ";"purpurea";;"Salix ";"purpurea";;"Salix purpurea";"Salix purpurea";8;7;9;5;0;9
"Salix repens L.";1308;"Salix repens L.";1;0;0;1;0;0;0;0;0;0;0;0;1124;;1439;100;0;8;"Salix ";"repens";;"Salix ";"repens";;"Salix repens";"Salix repens";8;6;7;3;0;9
"Salix repens subsp. arenaria (L.) Hiitonen";1309;"Salix repens L. subsp. dunensis Rouy";1;0;0;1;0;0;0;0;0;0;0;0;;;;100;0;;"Salix ";"repens";"subsp. arenaria";"Salix ";"repens";"subsp. dunensis";"Salix repens subsp. arenaria";"Salix repens subsp. dunensis";;;;;;22
"Salix spec breedblad";1310;"Salix";1;0;1;0;0;0;0;0;0;0;0;0;6459;;;;0;;"Salix ";"spec";;"Salix";;;"Salix spec";"Salix";;;;;;12
"Salix spec smalblad";1311;"Salix";1;0;1;0;0;0;0;0;0;0;0;0;6459;;;;0;;"Salix ";"spec";;"Salix";;;"Salix spec";"Salix";;;;;;12
"Salix triandra L.";1312;"Salix triandra L.";1;0;1;0;0;0;0;0;0;0;0;0;1125;;1441;400;0;7;"Salix ";"triandra";;"Salix ";"triandra";;"Salix triandra";"Salix triandra";7;7;8;5;0;9
"Salix viminalis L.";1313;"Salix viminalis L.";1;0;1;0;0;0;0;0;0;0;0;0;1126;;1442;400;0;7;"Salix ";"viminalis";;"Salix ";"viminalis";;"Salix viminalis";"Salix viminalis";7;6;8;6;0;9
"Salix x charrieri Chassagne";1314;"Salix x charrieri Chassagne";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Salix ";"x charrieri";;"Salix ";"x charrieri";;"Salix x charrieri";"Salix x charrieri";;;;;;18
"Salix x guinieri Chassagne";1315;"Salix x guinieri Chassagne";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Salix ";"x guinieri";;"Salix ";"x guinieri";;"Salix x guinieri";"Salix x guinieri";;;;;;18
"Salix x holosericea Willd.";1316;"Salix x holosericea Willd.";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Salix ";"x holosericea";;"Salix ";"x holosericea";;"Salix x holosericea";"Salix x holosericea";;;;;;18
"Salix x mollissima Hoffm. ex Elwert";1317;"Salix x mollissima Hoffm. ex Elwert";1;0;1;0;0;0;0;0;0;0;0;0;5136;;;400;0;;"Salix ";"x mollissima";;"Salix ";"x mollissima";;"Salix x mollissima";"Salix x mollissima";;;;;;18
"Salix x multinervis Döll";1318;"Salix x multinervis Döll";1;0;1;0;0;0;0;0;0;0;0;0;1593;;;600;0;;"Salix ";"x multinervis";;"Salix ";"x multinervis";;"Salix x multinervis";"Salix x multinervis";;;;;;18
"Salix x reichardtii A. Kerner";1319;"Salix x reichardtii A. Kerner";1;0;1;0;0;0;0;0;0;0;0;0;5167;;;600;0;;"Salix ";"x reichardtii";;"Salix ";"x reichardtii";;"Salix x reichardtii";"Salix x reichardtii";;;;;;18
"Salix x rubens nvar. basfordiana (Scaling ex Salter) Meikle";1320;"Salix x rubens Schrank nvar. basfordiana (Scaling ex Salter) Meikle";1;0;1;0;0;0;0;0;0;0;0;0;;;;2000;0;;"Salix ";"x rubens";"nvar. basfordiana";"Salix ";"x rubens";"nvar. basfordiana";"Salix x rubens nvar. basfordiana";"Salix x rubens nvar. basfordiana";;;;;;19
"Salix x rubens Schrank";1321;"Salix x rubens Schrank";1;0;1;0;0;0;0;0;0;0;0;0;1594;;;2000;0;;"Salix ";"x rubens";;"Salix ";"x rubens";;"Salix x rubens";"Salix x rubens";;;;;;18
"Salix x rubra Huds.";1322;"Salix x rubra Huds.";1;0;1;0;0;0;0;0;0;0;0;0;5137;;;2000;0;;"Salix ";"x rubra";;"Salix ";"x rubra";;"Salix x rubra";"Salix x rubra";;;;;;18
"Salix x sepulcralis Simonk.";1323;"Salix x sepulcralis Simonk.";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Salix ";"x sepulcralis";;"Salix ";"x sepulcralis";;"Salix x sepulcralis";"Salix x sepulcralis";;;;;;18
"Salix x smithiana auct. non Willd.";1324;"Salix x sericans Tausch ex. A. Kerner";1;0;1;0;0;0;0;0;0;0;0;0;5138;;;900;0;;"Salix ";"x smithiana";;"Salix ";"x sericans";;"Salix x smithiana";"Salix x sericans";;;;;;18
"Salsola kali L.";1325;"Salsola kali L.";1;0;0;0;0;0;0;1;0;0;0;0;2356;;1443;50;0;9;"Salsola ";"kali";;"Salsola ";"kali";;"Salsola kali";"Salsola kali";9;7;6;8;3;9
"Salsola kali subsp. kali";1326;"Salsola kali L. subsp. kali";1;0;0;0;0;0;0;1;0;0;0;0;1127;;;50;0;9;"Salsola ";"kali";"subsp. kali";"Salsola ";"kali";"subsp. kali";"Salsola kali subsp. kali";"Salsola kali subsp. kali";9;7;;8;6;22
"Sambucus";1327;"Sambucus";1;0;1;0;0;0;0;0;0;0;0;0;6463;;;;0;;"Sambucus";;;"Sambucus";;;"Sambucus";"Sambucus";;;;;;12
"Sambucus ebulus L.";1328;"Sambucus ebulus L.";1;0;0;0;1;1;0;0;0;0;0;0;1132;;1446;150;0;7;"Sambucus ";"ebulus";;"Sambucus ";"ebulus";;"Sambucus ebulus";"Sambucus ebulus";7;8;5;7;0;9
"Sambucus nigra cv laciniata";1329;"Sambucus nigra L. var. laciniata L.";1;0;1;0;0;0;0;0;0;0;0;0;1884;;;;0;7;"Sambucus ";"nigra";"cv laciniata";"Sambucus ";"nigra";"var. laciniata";"Sambucus nigra cv laciniata";"Sambucus nigra var. laciniata";7;;5;9;0;17
"Sambucus nigra L.";1330;"Sambucus nigra L.";1;0;1;0;0;0;0;0;0;0;0;0;1133;;1447;600;0;6;"Sambucus ";"nigra";;"Sambucus ";"nigra";;"Sambucus nigra";"Sambucus nigra";6;7;5;7;0;9
"Sambucus nigra var. laciniata L.";1331;"Sambucus nigra L. var. laciniata L.";1;0;1;0;0;0;0;0;0;0;0;0;1884;;;;0;7;"Sambucus ";"nigra";"var. laciniata";"Sambucus ";"nigra";"var. laciniata";"Sambucus nigra var. laciniata";"Sambucus nigra var. laciniata";7;;5;9;0;17
"Samolus valerandi L.";1332;"Samolus valerandi L.";1;0;0;0;0;1;0;0;0;0;0;0;1135;;1449;50;0;8;"Samolus ";"valerandi";;"Samolus ";"valerandi";;"Samolus valerandi";"Samolus valerandi";8;8;8;5;2;9
"Sanguisorba officinalis L.";1333;"Sanguisorba officinalis L.";1;0;0;0;0;1;0;0;0;0;0;0;1137;;1451;100;0;7;"Sanguisorba ";"officinalis";;"Sanguisorba ";"officinalis";;"Sanguisorba officinalis";"Sanguisorba officinalis";7;6;7;5;0;9
"Sanicula europaea L.";1334;"Sanicula europaea L.";1;0;0;0;0;1;0;0;0;0;0;0;1138;;1452;45;1;4;"Sanicula ";"europaea";;"Sanicula ";"europaea";;"Sanicula europaea";"Sanicula europaea";4;7;5;5;0;9
"Sarothamnus scoparius (L.) Wimm. ex Koch";1335;"Cytisus scoparius (L.) Link";1;0;0;1;1;1;0;0;0;0;0;0;1140;;462;200;0;8;"Sarothamnus ";"scoparius";;"Cytisus ";"scoparius";;"Sarothamnus scoparius";"Cytisus scoparius";8;4;5;4;0;9
"Saxifraga granulata L.";1336;"Saxifraga granulata L.";1;0;0;0;0;1;0;0;0;0;0;0;1144;;1459;50;0;8;"Saxifraga ";"granulata";;"Saxifraga ";"granulata";;"Saxifraga granulata";"Saxifraga granulata";8;6;5;4;0;9
"Scandix pecten-veneris L.";1337;"Scandix pecten-veneris L.";1;0;0;0;0;0;0;1;0;0;0;0;1148;;1471;25;0;7;"Scandix ";"pecten-veneris";;"Scandix ";"pecten-veneris";;"Scandix pecten-veneris";"Scandix pecten-veneris";7;7;4;4;0;9
"Scapania irrigua (Nees) Nees";1338;"Scapania irrigua (Nees) Nees";0;0;0;0;0;0;0;0;0;1;0;0;3482;955;;;0;7;"Scapania ";"irrigua";;"Scapania ";"irrigua";;"Scapania irrigua";"Scapania irrigua";7;4;8;2;0;9
"Scapania nemorea (L.) Grolle";1339;"Scapania nemorea (L.) Grolle";0;0;0;0;0;0;0;0;0;1;0;0;3483;957;;;0;4;"Scapania ";"nemorea";;"Scapania ";"nemorea";;"Scapania nemorea";"Scapania nemorea";5;4;7;2;0;9
"Scheuchzeria palustris L.";1340;"Scheuchzeria palustris L.";1;0;0;0;0;1;0;0;0;0;0;0;1149;;1472;20;0;9;"Scheuchzeria ";"palustris";;"Scheuchzeria ";"palustris";;"Scheuchzeria palustris";"Scheuchzeria palustris";9;3;10;1;0;9
"Schoenus nigricans L.";1341;"Schoenus nigricans L.";1;0;0;0;0;1;0;0;0;0;0;0;1150;;1478;45;0;8;"Schoenus ";"nigricans";;"Schoenus ";"nigricans";;"Schoenus nigricans";"Schoenus nigricans";8;7;8;2;0;9
"Scilla non-scripta (L.) Hoffmanns. et Link";1342;"Hyacinthoides non-scripta (L.) Chouard ex Rothm.";1;0;0;0;0;1;0;0;0;0;0;0;1151;;785;50;1;5;"Scilla ";"non-scripta";;"Hyacinthoides ";"non-scripta";;"Scilla non-scripta";"Hyacinthoides non-scripta";5;5;5;6;0;9
"Scirpus";1343;"Scirpus";1;0;0;0;0;0;1;0;0;0;0;0;6476;;;;0;;"Scirpus";;;"Scirpus";;;"Scirpus";"Scirpus";;;;;;12
"Scirpus cespitosus L.";1344;"Scirpus cespitosus L.";1;0;0;0;0;0;1;0;0;0;0;0;2357;;1656;40;0;8;"Scirpus ";"cespitosus";;"Scirpus ";"cespitosus";;"Scirpus cespitosus";"Scirpus cespitosus";8;2;8;1;0;9
"Scirpus fluitans L.";1345;"Isolepis fluitans (L.) R. Brown";1;0;0;0;0;0;1;0;0;0;0;0;1154;;526;60;0;8;"Scirpus ";"fluitans";;"Isolepis";"fluitans";;"Scirpus fluitans";"Isolepis fluitans";8;4;10;2;0;9
"Scirpus lacustris groep";1346;"Scirpus lacustris groep";1;0;0;0;1;0;1;0;0;0;0;0;1949;;;300;0;8;"Scirpus ";"lacustris";"groep";"Scirpus ";"lacustris";"groep";"Scirpus lacustris groep";"Scirpus lacustris groep";8;7;11;6;1;5
"Scirpus lacustris L.";1347;"Schoenoplectus lacustris (L.) Palla";1;0;0;0;1;0;1;0;0;0;0;0;1949;;1473;350;0;8;"Scirpus ";"lacustris";;"Schoenoplectus";"lacustris";;"Scirpus lacustris";"Schoenoplectus lacustris";8;7;11;6;0;9
"Scirpus lacustris subsp. tabernaemontani (C.C. Gmel.) Syme";1348;"Schoenoplectus tabernaemontani (C.C. Gmel.) Palla";1;0;0;0;1;0;1;0;0;0;0;0;1161;;1475;275;0;9;"Scirpus ";"lacustris";"subsp. tabernaemontani";"Schoenoplectus";"tabernaemontani";;"Scirpus lacustris subsp. tabernaemontani";"Schoenoplectus tabernaemontani";9;8;10;7;3;9
"Scirpus maritimus L.";1349;"Scirpus maritimus L.";1;0;0;0;1;0;1;0;0;0;0;0;1156;;183;150;0;8;"Scirpus ";"maritimus";;"Scirpus ";"maritimus";;"Scirpus maritimus";"Scirpus maritimus";8;8;10;7;4;9
"Scirpus multicaulis Smith";1350;"Eleocharis multicaulis (Smith) Desv.";1;0;0;0;0;0;1;0;0;0;0;0;436;;521;50;0;8;"Scirpus ";"multicaulis";;"Eleocharis ";"multicaulis";;"Scirpus multicaulis";"Eleocharis multicaulis";8;4;10;1;0;9
"Scirpus palustris L.";1351;"Eleocharis palustris (L.) Roem. et Schult.";1;0;0;0;0;0;1;0;0;0;0;0;437;;522;60;0;8;"Scirpus ";"palustris";;"Eleocharis ";"palustris";;"Scirpus palustris";"Eleocharis palustris";8;6;10;4;1;9
"Scirpus pauciflorus Lightf.";1352;"Eleocharis quinqueflora (F.X. Hartm.) O. Schwartz";1;0;0;0;0;0;1;0;0;0;0;0;438;;524;25;0;9;"Scirpus ";"pauciflorus";;"Eleocharis ";"quinqueflora";;"Scirpus pauciflorus";"Eleocharis quinqueflora";9;7;9;2;0;9
"Scirpus setaceus L.";1353;"Scirpus setaceus L.";1;0;0;0;0;0;1;1;0;0;0;0;1159;;826;20;0;7;"Scirpus ";"setaceus";;"Scirpus ";"setaceus";;"Scirpus setaceus";"Scirpus setaceus";7;5;9;3;0;9
"Scirpus sylvaticus L.";1354;"Scirpus sylvaticus L.";1;0;0;0;0;0;1;0;0;0;0;0;1160;;1482;90;0;6;"Scirpus ";"sylvaticus";;"Scirpus ";"sylvaticus";;"Scirpus sylvaticus";"Scirpus sylvaticus";6;6;8;6;0;9
"Scirpus tabernaemontani C.C. Gmel.";1355;"Schoenoplectus tabernaemontani (C.C. Gmel.) Palla";1;0;0;0;1;0;1;0;0;0;0;0;1161;;1475;275;0;9;"Scirpus ";"tabernaemontani";;"Schoenoplectus";"tabernaemontani";;"Scirpus tabernaemontani";"Schoenoplectus tabernaemontani";9;8;10;7;3;9
"Scirpus x kuekenthalianus P. Junge";1356;"Scirpus x kuekenthalianus P. Junge";1;0;0;0;0;0;1;0;0;0;0;0;;;;;0;;"Scirpus ";"x kuekenthalianus";;"Scirpus ";"x kuekenthalianus";;"Scirpus x kuekenthalianus";"Scirpus x kuekenthalianus";;;;;;18
"Scleranthus annuus L.";1357;"Scleranthus annuus L.";1;0;0;0;0;0;0;1;0;0;0;0;1163;;1483;20;0;7;"Scleranthus ";"annuus";;"Scleranthus ";"annuus";;"Scleranthus annuus";"Scleranthus annuus";7;4;4;4;0;9
"Scleranthus perennis L.";1358;"Scleranthus perennis L.";1;0;0;0;0;1;0;0;0;0;0;0;1164;;1484;20;0;8;"Scleranthus ";"perennis";;"Scleranthus ";"perennis";;"Scleranthus perennis";"Scleranthus perennis";8;4;3;2;0;9
"Scleropodium purum (Hedw.) Limpr.";1359;"Pseudoscleropodium purum (Hedw.) M.Fleisch.";0;0;0;0;0;0;0;0;0;1;0;0;2942;994;;;0;5;"Scleropodium ";"purum";;"Pseudoscleropodium ";"purum";;"Scleropodium purum";"Pseudoscleropodium purum";7;6;5;3;0;9
"Scorpidium cossonii (Schimp.) Hedenäs";1360;"Scorpidium cossonii (Schimp.) Hedenäs";0;0;0;0;0;0;0;0;0;1;0;0;2707;358;;;0;8;"Scorpidium ";"cossonii";;"Scorpidium ";"cossonii";;"Scorpidium cossonii";"Scorpidium cossonii";8;7;8;2;0;9
"Scorpidium lycopodioides (Brid.) H.K.G.Paul";1361;"Pseudocalliergon lycopodioides (Brid.) Hedenäs";0;0;0;0;0;0;0;0;0;1;0;0;2706;359;;;0;8;"Scorpidium ";"lycopodioides";;"Pseudocalliergon ";"lycopodioides";;"Scorpidium lycopodioides";"Pseudocalliergon lycopodioides";8;7;9;2;2;9
"Scorpidium revolvens (Sw. ex anon.) Rubers";1362;"Scorpidium revolvens (Sw. ex anon.) Rubers";0;0;0;0;0;0;0;0;0;1;0;0;2707;361;;;0;8;"Scorpidium ";"revolvens";;"Scorpidium ";"revolvens";;"Scorpidium revolvens";"Scorpidium revolvens";8;6;9;2;0;9
"Scorpidium scorpioides (Hedw.) Limpr.";1363;"Scorpidium scorpioides (Hedw.) Limpr.";0;0;0;0;0;0;0;0;0;1;0;0;2991;997;;;0;8;"Scorpidium ";"scorpioides";;"Scorpidium ";"scorpioides";;"Scorpidium scorpioides";"Scorpidium scorpioides";8;6;10;2;0;9
"Scorpidium vernicosus (Mitt.) Tuom.";1364;"Hamatocaulis vernicosus (Mitt.) Hedenäs";0;0;0;0;0;0;0;0;0;1;0;0;2710;493;;;0;8;"Scorpidium ";"vernicosus";;"Hamatocaulis ";"vernicosus";;"Scorpidium vernicosus";"Hamatocaulis vernicosus";8;5;9;2;0;9
"Scorzonera humilis L.";1365;"Scorzonera humilis L.";1;0;0;0;0;1;0;0;0;0;0;0;1166;;1485;50;0;8;"Scorzonera ";"humilis";;"Scorzonera ";"humilis";;"Scorzonera humilis";"Scorzonera humilis";8;5;7;2;0;9
"Scrophularia";1366;"Scrophularia";1;0;0;0;1;1;0;0;0;0;0;0;6479;;;;0;;"Scrophularia";;;"Scrophularia";;;"Scrophularia";"Scrophularia";;;;;;12
"Scrophularia auriculata L.";1367;"Scrophularia auriculata L.";1;0;0;0;1;1;0;0;0;0;0;0;1167;;1486;120;0;7;"Scrophularia ";"auriculata";;"Scrophularia ";"auriculata";;"Scrophularia auriculata";"Scrophularia auriculata";7;7;8;7;0;9
"Scrophularia nodosa L.";1368;"Scrophularia nodosa L.";1;0;0;0;1;1;0;0;0;0;0;0;1170;;1487;120;0;5;"Scrophularia ";"nodosa";;"Scrophularia ";"nodosa";;"Scrophularia nodosa";"Scrophularia nodosa";5;7;6;6;0;9
"Scrophularia umbrosa Dum.";1369;"Scrophularia umbrosa Dum.";1;0;0;0;1;1;0;0;0;0;0;0;2406;;1489;150;0;7;"Scrophularia ";"umbrosa";;"Scrophularia ";"umbrosa";;"Scrophularia umbrosa";"Scrophularia umbrosa";7;7;9;7;0;9
"Scutellaria galericulata L.";1370;"Scutellaria galericulata L.";1;0;0;0;0;1;0;0;0;0;0;0;1173;;1491;45;0;7;"Scutellaria ";"galericulata";;"Scutellaria ";"galericulata";;"Scutellaria galericulata";"Scutellaria galericulata";7;6;8;5;0;9
"Scutellaria minor Huds.";1371;"Scutellaria minor Huds.";1;0;0;0;0;1;0;0;0;0;0;0;1174;;1492;25;0;7;"Scutellaria ";"minor";;"Scutellaria ";"minor";;"Scutellaria minor";"Scutellaria minor";7;4;9;2;0;9
"Secale cereale L.";1372;"Secale cereale L.";1;1;0;0;1;0;0;1;0;0;0;0;1830;;1493;200;0;8;"Secale ";"cereale";;"Secale ";"cereale";;"Secale cereale";"Secale cereale";8;7;5;7;0;9
"Sedum acre L.";1373;"Sedum acre L.";1;0;0;0;0;1;0;0;0;0;0;0;1175;;1494;10;0;8;"Sedum ";"acre";;"Sedum ";"acre";;"Sedum acre";"Sedum acre";8;7;2;2;1;9
"Sedum album L.";1374;"Sedum album L.";1;0;0;0;0;1;0;0;0;0;0;0;1176;;1495;20;0;8;"Sedum ";"album";;"Sedum ";"album";;"Sedum album";"Sedum album";8;6;3;2;0;9
"Sedum telephium L.";1375;"Sedum telephium L.";1;0;0;0;0;1;0;0;0;0;0;0;2358;;1500;60;0;7;"Sedum ";"telephium";;"Sedum ";"telephium";;"Sedum telephium";"Sedum telephium";7;7;5;5;1;9
"Selinum carvifolia (L.) L.";1376;"Selinum carvifolia (L.) L.";1;0;0;0;0;1;0;0;0;0;0;0;1182;;1503;90;0;7;"Selinum ";"carvifolia";;"Selinum ";"carvifolia";;"Selinum carvifolia";"Selinum carvifolia";7;8;7;4;0;9
"Senecio";1377;"Senecio";1;0;0;0;0;1;0;0;0;0;0;0;6483;;;;0;;"Senecio";;;"Senecio";;;"Senecio";"Senecio";;;;;;12
"Senecio aquaticus Hill";1378;"Senecio aquaticus Hill";1;0;0;0;0;1;0;0;0;0;0;0;1183;;1505;120;0;7;"Senecio ";"aquaticus";;"Senecio ";"aquaticus";;"Senecio aquaticus";"Senecio aquaticus";7;6;8;5;0;9
"Senecio congestus (R. Brown) DC.";1379;"Senecio congestus (R. Brown) DC.";1;0;0;0;0;1;0;0;0;0;0;0;1184;;;100;0;9;"Senecio ";"congestus";;"Senecio ";"congestus";;"Senecio congestus";"Senecio congestus";9;7;;7;0;9
"Senecio erucifolius L.";1380;"Senecio erucifolius L.";1;0;0;0;0;1;0;0;0;0;0;0;1185;;1508;120;0;7;"Senecio ";"erucifolius";;"Senecio ";"erucifolius";;"Senecio erucifolius";"Senecio erucifolius";7;7;5;5;0;9
"Senecio inaequidens DC.";1381;"Senecio inaequidens DC.";1;0;0;0;0;1;0;0;1;0;0;0;1733;;;110;0;;"Senecio ";"inaequidens";;"Senecio ";"inaequidens";;"Senecio inaequidens";"Senecio inaequidens";;;;;;9
"Senecio jacobaea L.";1382;"Jacobaea vulgaris P. Gaertn.";1;0;0;0;1;1;0;0;0;0;0;0;1188;;1510;90;0;7;"Senecio ";"jacobaea";;"Jacobaea";"vulgaris";;"Senecio jacobaea";"Senecio jacobaea";7;6;4;4;0;9
"Senecio jacobaea var. jacobaea";1383;"Jacobaea vulgaris P. Gaertn.";1;0;0;0;1;1;0;0;0;0;0;0;1188;;1510;90;0;7;"Senecio ";"jacobaea";"var. jacobaea";"Jacobaea";"vulgaris";;"Senecio jacobaea var. jacobaea";"Senecio jacobaea";7;6;4;4;0;9
"Senecio ovatus (P. Gaertn., B. Mey. et Scherb.) Willd.";1384;"Senecio ovatus (P. Gaertn., B. Mey. et Scherb.) Willd.";1;0;0;0;1;1;0;0;0;0;0;0;1187;;;150;0;7;"Senecio ";"ovatus";;"Senecio ";"ovatus";;"Senecio ovatus";"Senecio ovatus";7;;6;8;0;9
"Senecio paludosus L.";1385;"Senecio paludosus L.";1;0;0;0;1;1;0;0;0;0;0;0;1189;;1511;180;0;7;"Senecio ";"paludosus";;"Senecio ";"paludosus";;"Senecio paludosus";"Senecio paludosus";7;7;9;6;0;9
"Senecio sylvaticus L.";1386;"Senecio sylvaticus L.";1;0;0;0;0;0;0;1;0;0;0;0;1190;;1514;90;0;7;"Senecio ";"sylvaticus";;"Senecio ";"sylvaticus";;"Senecio sylvaticus";"Senecio sylvaticus";7;5;5;6;0;9
"Senecio vulgaris L.";1387;"Senecio vulgaris L.";1;0;0;0;0;0;0;1;0;0;0;0;1192;;1516;50;0;7;"Senecio ";"vulgaris";;"Senecio ";"vulgaris";;"Senecio vulgaris";"Senecio vulgaris";7;7;5;7;0;9
"Serratula tinctoria L.";1388;"Serratula tinctoria L.";1;0;0;0;0;1;0;0;0;0;0;0;1193;;1518;90;0;7;"Serratula ";"tinctoria";;"Serratula ";"tinctoria";;"Serratula tinctoria";"Serratula tinctoria";7;6;6;2;0;9
"Setaria";1389;"Setaria";1;1;0;0;0;0;0;0;0;0;0;0;6487;;;;0;;"Setaria";;;"Setaria";;;"Setaria";"Setaria";;;;;;12
"Sieglingia decumbens (L.) Bernh.";1390;"Danthonia decumbens (L.) DC.";1;1;0;0;0;0;0;0;0;0;0;0;1199;;474;60;0;7;"Sieglingia ";"decumbens";;"Danthonia ";"decumbens";;"Sieglingia decumbens";"Danthonia decumbens";7;4;6;2;0;9
"Silaum silaus (L.) Schinz et Thell.";1391;"Silaum silaus (L.) Schinz et Thell.";1;0;0;0;0;1;0;0;0;0;0;0;1200;;1524;90;0;8;"Silaum ";"silaus";;"Silaum ";"silaus";;"Silaum silaus";"Silaum silaus";8;7;5;4;0;9
"Silene dioica (L.) Clairv.";1392;"Silene dioica (L.) Clairv.";1;0;0;0;0;1;0;0;0;0;0;0;807;;1527;90;0;5;"Silene ";"dioica";;"Silene ";"dioica";;"Silene dioica";"Silene dioica";5;6;6;7;0;9
"Silene flos-cuculi (L.) Greuter et Burdet";1393;"Lychnis flos-cuculi L.";1;0;0;0;0;1;0;0;0;0;0;0;772;;972;90;0;7;"Silene ";"flos-cuculi";;"Lychnis ";"flos-cuculi";;"Silene flos-cuculi";"Lychnis flos-cuculi";7;6;9;4;0;9
