"id";"hrl_code";"criterium_naam";"criterium_nr";"aard";"code_lijst";"soortenlijstnr";"veldnaam"
925;"G";"hm diff ms-groep";1172;"bedekking";"hm diff ms-groep";606;
926;"G";"hmn-groep";1173;"bedekking";"hmn-groep";607;
927;"G";"hmn diff ms-groep";1174;"bedekking";"hmn diff ms-groep";608;
928;"G";"hm(m)-kerngroep";1175;"bedekking";"hm(m)-kerngroep";609;
929;"G";"hmo-kerngroep";1176;"bedekking";"hmo-kerngroep";610;
930;"G";"hm diff heide-groep";1177;"bedekking";"hm diff heide-groep";611;
931;"G";"hc diff heide-groep";1178;"bedekking";"hc diff heide-groep";612;
932;"G";"ms diff heide-groep";1179;"bedekking";"ms diff heide-groep";613;
933;"G";"hei diff gras-groep";1180;"bedekking";"hei diff gras-groep";614;
934;"G";"m diff hei-groep";1181;"bedekking";"m diff hei-groep";615;
935;"G";"hei diff moer-groep";1182;"bedekking";"hei diff moer-groep";616;
937;"G";"hm_hmo-groep";1184;"bedekking";"hm_hmo-groep";618;
938;"G";"ms_ruim-groep";1185;"bedekking";"ms_ruim-groep";619;
939;"G";"m_ruim-groep";1186;"bedekking";"m_ruim-groep";620;
940;"H";"open heide-groep";1187;"bedekking";"open heide-groep";621;
941;"H";"buntgras-groep";1188;"bedekking";"buntgras-groep";622;
942;"H";"zilverhaver-groep";1189;"bedekking";"zilverhaver-groep";623;
943;"H";"ce diff cg-groep";1190;"bedekking";"ce diff cg-groep";624;
944;"H";"c diff 23-groep";1191;"bedekking";"c diff 23-groep";625;
945;"H";"23 diff c-groep";1192;"bedekking";"23 diff c-groep";626;
946;"H";"landduin-groep";1193;"bedekking";"landduin-groep";627;
947;"H";"duin diff 2330dw";1194;"bedekking";"duin diff 2330dw";628;
948;"H";"2330dw diff duin";1195;"bedekking";"2330dw diff duin";629;
949;"H";"23 diff grasland";1196;"bedekking";"23 diff grasland";630;
950;"H";"cv-vochtig-groep";1197;"bedekking";"cv-vochtig-groep";631;
951;"H";"7150-groep";1198;"bedekking";"7150-groep";632;
952;"G";"hei_diff_heischr";1199;"bedekking";"hei_diff_heischr";633;
953;"G";"heischr_diff_hei";1200;"bedekking";"heischr_diff_hei";634;
954;"H";"hei_diff_7150-groep";1201;"bedekking";"hei_diff_7150-groep";635;
955;"H";"ven-groep";1202;"bedekking";"ven-groep";636;
956;"H";"grasland diff 23";1203;"bedekking";"grasland diff 23";637;
957;"O";"hei diff gras-htabel";1204;"bedekking";"hei diff gras-htabel";638;
958;"O";"7140_oli-groep";1205;"bedekking";"7140_oli-groep";639;
959;"O";"heide s.l.";1206;"bedekking";"heide s.l.";640;
960;"O";"heide sl diff grasl";1207;"bedekking";"heide sl diff grasl";641;
961;"H";"hmo_ms_diff7140oli";1208;"bedekking";"hmo_ms_diff7140oli";642;
962;"H";"M diff 4010_7140oli";1209;"bedekking";"M diff 4010_7140oli";643;
963;"H";"hoogveenmossen";1210;"bedekking";"hoogveenmossen";644;
964;"H";"dwergbies-groep";1211;"bedekking";"dwergbies-groep";645;
965;"H";"Hn+-groep";1212;"bedekking";"Hn+-groep";646;
966;"O";"3130-groep";1213;"bedekking";"3130-groep";647;
967;"H";"heide habitatw sl";1214;"bedekking";"heide habitatw sl";648;
968;"H";"cg diff ce-groep";1215;"bedekking";"cg diff ce-groep";649;
969;"H";"ven- en moerasgroep excl 7140";1216;"bedekking";"ven- en moerasgroep excl 7140";650;
970;"M";"rietl-sleutelsoorten";1217;"bedekking";"rietland";652;"rietl_sleutel_bedekking"
971;"M";"rietl-begeleiders";1218;"bedekking";"rietl-begeleiders";653;"rietl_begel_bedekking"
972;"M";"snavelb-sleutels.";1219;"bedekking";"snavelb-sleutels.";654;"snavelb_bedekking"
973;"M";"zuurlaagv-sleutels.";1220;"bedekking";"zuurlaagv-sleutels.";655;"zuurlaagv_sleutel_bedekking"
974;"M";"zuurlaagv-begel.";1221;"bedekking";"zuurlaagv-begel.";656;"zuurlaagv_begel_bedekking"
975;"M";"overgangsv-sleutels.";1222;"bedekking";"overgangsv-sleutels.";657;"overgangsv_sleutel_bedekking"
976;"M";"duinpan-sleutels.";1223;"bedekking";"duinpan-sleutels.";658;"duinpan_sleutel_bedekking"
977;"M";"trilveen";1224;"bedekking";"trilveen";659;"trilveen_bedekking"
978;"M";"alkalisch laagveen";1225;"bedekking";"alkalisch laagveen";660;"alklaagveen_bedekking"
979;"M";"alkalische begeleid.";1226;"bedekking";"alkalische begeleid.";661;"alkal_begel_bedekking"
980;"M";"natteruigte-sleutel.";1227;"bedekking";"natteruigte-sleutel.";662;"natteruigte_bedekking"
981;"M";"natteruigte-begel.";1228;"bedekking";"natteruigte-begel.";663;"natteruigte_begel_bedekking"
982;"M";"dottergrasland";1229;"bedekking";"dottergrasland";664;
983;"M";"grotezegge";1230;"bedekking";"grotezegge";665;"grotezegge_bedekking"
984;"M";"zeebies";1231;"bedekking";"zeebies";666;"zeebiesgroep_bedekking"
985;"M";"invasieve exoten";1232;"bedekking";"invasieve exoten";667;"invasief_bedekking"
986;"M";"3130_na";1233;"bedekking";"3130_na";668;
987;"M";"rbbah";1234;"bedekking";"rbbah";669;
988;"M";"3270";1235;"bedekking";"3270";670;
989;"M";"duinpan+7230";1236;"bedekking";"duinpan+7230";671;
990;"M";"7140meso diff ms";1237;"bedekking";"7140meso diff ms";672;
991;"M";"mc_eutro";1238;"bedekking";"mc_eutro";673;
992;"M";"mc_ruig";1239;"bedekking";"mc_ruig";674;
993;"M";"mc_gras";1240;"bedekking";"mc_gras";675;
994;"M";"6430_ruig";1241;"bedekking";"6430_ruig";676;
995;"M";"rbbhfl-kwal";1242;"bedekking";"rbbhfl-kwal";677;
996;"M";"6430_eutro";1243;"bedekking";"6430_eutro";678;"h6430_eutro_bedekking"
997;"M";"6430_ruderaal";1244;"bedekking";"6430_ruderaal";679;"h6430_ruderaal_bedekking"
998;"M";"6430_verdroging";1245;"bedekking";"6430_verdroging";680;"h6430_verdroging_bedekking"
999;"M";"6430_rus";1246;"bedekking";"6430_rus";681;"h6430_rus_bedekking"
1000;"M";"7140_eutro";1247;"bedekking";"7140_eutro";682;"h7140_eutro_bedekking"
1001;"M";"7140_vergrassing";1248;"bedekking";"7140_vergrassing";683;"h7140_vergrassing_bedekking"
1002;"M";"7140_ruig";1249;"bedekking";"7140_ruig";684;"h7140_ruig_bedekking"
1003;"M";"ms_vergrassing";1250;"bedekking";"ms_vergrassing";685;"ms_vergrassing_bedekking"
1004;"M";"ms_eutro";1251;"bedekking";"ms_eutro";686;"ms_eutro_bedekking"
1005;"M";"ms_ruig";1252;"bedekking";"ms_ruig";687;"ms_ruig_bedekking"
1006;"M";"water+moeras";1253;"bedekking";"water+moeras";688;"waterpl_moeraspl_bedekking"
1007;"M";"natteruigte-grzegge";1254;"bedekking";"natteruigte-grzegge";689;"natteruigte_grzegge_bedekking"
1008;"O";"waterpl";1255;"bedekking";"waterpl";690;"waterpl_bedekking"
1009;"M";"riet_vs_ms";1256;"bedekking";"riet_vs_ms";691;
1010;"M";"ms_vs_riet";1257;"bedekking";"ms_vs_riet";692;
1011;"M";"hc_vs_mc";1258;"bedekking";"hc_vs_mc";693;
1012;"M";"mc_vs_hc";1259;"bedekking";"mc_vs_hc";694;
1013;"M";"zil_vs_mc";1260;"bedekking";"zil_vs_mc";695;
1014;"M";"mc_vs_zil";1261;"bedekking";"mc_vs_zil";696;
1015;"M";"netel_braam";1262;"bedekking";"netel_braam";697;
